Exists,Entrez,FeatureID,DBFeatureID,FeatureIDMatch,Symbol,DBSymbol,SymbolMatch,Model,DBModel,ModelMatch
Y,549068,5776981,5776981,1,vps28,vps28,1,XBXT10g005025,XBXT10g005025,1
Y,549069,5967384,5967384,1,dcun1d1,dcun1d1,1,XBXT10g007031,XBXT10g007031,1
Y,549070,1017313,1017313,1,recql,recql,1,XBXT10g004191,XBXT10g004191,1
Y,549071,941384,941384,1,dusp19,dusp19,1,XBXT10g015551,XBXT10g015551,1
Y,549072,5812529,5812529,1,rsrc1,rsrc1,1,XBXT10g015255,XBXT10g015255,1
Y,549073,486436,486436,1,rab21,rab21,1,XBXT10g003938,XBXT10g003938,1
Y,549074,982534,982534,1,dlat,dlat,1,XBXT10g000898,XBXT10g000898,1
Y,549075,487169,487169,1,nodal1,nodal1,1,XBXT10g012221,XBXT10g012221,1
Y,549076,923196,923196,1,ogfod1,ogfod1,1,XBXT10g010479,XBXT10g010479,1
Y,549077,478699,478699,1,fgfr4,fgfr4,1,XBXT10g011429,XBXT10g011429,1
Y,549078,972141,972141,1,tmem185a,tmem185a,1,XBXT10g017621,XBXT10g017621,1
Y,549079,999486,999486,1,ap2s1,ap2s1,1,XBXT10g011374,XBXT10g011374,1
Y,549080,488067,488067,1,sox7,sox7,1,XBXT10g005756,XBXT10g005756,1
Y,549081,945412,945412,1,anapc7,anapc7,1,XBXT10g013803,XBXT10g013803,1
Y,549082,972042,972042,1,ccne1,ccne1,1,XBXT10g009769,XBXT10g009769,1
Y,549083,1004443,1004443,1,rnaseh2b,rnaseh2b,1,XBXT10g011308,XBXT10g011308,1
Y,549084,6454160,6454160,1,rab43,rab43,1,XBXT10g000582,XBXT10g000582,1
Y,549085,950521,950521,1,serinc3,serinc3,1,XBXT10g002823,XBXT10g002823,1
Y,549086,489046,489046,1,tbc1d7,tbc1d7,1,XBXT10g003818,XBXT10g003818,1
Y,549087,1008496,1008496,1,cox18,cox18,1,XBXT10g005710,XBXT10g005710,1
Y,549088,940262,940262,1,smim8,smim8,1,XBXT10g010911,XBXT10g010911,1
Y,549089,5729343,5729343,1,tmem18,tmem18,1,XBXT10g013623,XBXT10g013623,1
Y,549090,854651,854651,1,psenen,psenen,1,XBXT10g013733,XBXT10g013733,1
Y,549091,853992,853992,1,pou2f1,pou2f1,1,XBXT10g017678,XBXT10g017678,1
Y,549092,5780903,5780903,1,txnl4b,txnl4b,1,XBXT10g012554,XBXT10g012554,1
Y,549093,488470,488470,1,tbp,tbp,1,XBXT10g000897,XBXT10g000897,1
Y,549094,1010108,1010108,1,mrps21,mrps21,1,XBXT10g011175,XBXT10g011175,1
Y,549096,966403,966403,1,figla,figla,1,XBXT10g005084,XBXT10g005084,1
Y,100493061,990244,990244,1,pde9a,pde9a,1,XBXT10g002890,XBXT10g002890,1
Y,549098,951431,951431,1,fez2,fez2,1,XBXT10g015293,XBXT10g015293,1
Y,549099,958136,958136,1,ddx25,ddx25,1,XBXT10g006013,XBXT10g006013,1
Y,100489736,486153,486153,1,pdzd3,nherf4,,XBXT10g019234,XBXT10g019234,1
Y,549101,5805277,5805277,1,mrps16,mrps16,1,XBXT10g019814,XBXT10g019814,1
Y,549102,5821110,5821110,1,tmem167b,tmem167b,1,XBXT10g019837,XBXT10g019837,1
Y,549104,5893404,5893404,1,gak,gak,1,XBXT10g008922,XBXT10g008922,1
Y,549105,5788004,5788004,1,lig3,lig3,1,XBXT10g005352,XBXT10g005352,1
Y,549106,1000600,1000600,1,pabpn1l,pabpn1l,1,XBXT10g003063,XBXT10g003063,1
Y,549107,986890,986890,1,naif1,naif1,1,XBXT10g014203,XBXT10g014203,1
Y,549108,996565,996565,1,fam72a,fam72a,1,XBXT10g001224,XBXT10g001224,1
Y,549109,1016729,1016729,1,nif3l1,nif3l1,1,XBXT10g013637,XBXT10g013637,1
Y,549110,946051,946051,1,psmd10,psmd10,1,XBXT10g014446,XBXT10g014446,1
Y,549111,948947,948947,1,comt,comt,1,XBXT10g014823,XBXT10g014823,1
Y,549112,488842,488842,1,rps18,rps18,1,XBXT10g018770,XBXT10g018770,1
Y,549113,961904,961904,1,bud31,bud31,1,XBXT10g004707,XBXT10g004707,1
Y,549114,941798,941798,1,ap4s1,ap4s1,1,XBXT10g009257,XBXT10g009257,1
Y,549115,920855,920855,1,men1,men1,1,XBXT10g003349,XBXT10g003349,1
Y,100497751,22069563,22069563,1,pebp1.1,pebp1.1,1,XBXT10g014502,XBXT10g014502,1
Y,549117,955724,955724,1,rfc4,rfc4,1,XBXT10g002079,XBXT10g002079,1
Y,549118,5857446,5857446,1,pbdc1,pbdc1,1,XBXT10g006860,XBXT10g006860,1
Y,549119,5726440,5726440,1,c1qtnf12,c1qtnf12,1,XBXT10g012193,XBXT10g012193,1
Y,549120,5731297,5731297,1,fmo1,fmo1,1,XBXT10g019376,XBXT10g019376,1
Y,549121,493997,493997,1,vhl,vhl,1,XBXT10g002538,XBXT10g002538,1
Y,549122,955365,955365,1,snx33,snx33,1,XBXT10g012550,XBXT10g012550,1
Y,549123,920536,920536,1,rhof,rhof,1,XBXT10g004372,XBXT10g004372,1
Y,549124,949539,949539,1,ntf3,ntf3,1,XBXT10g001040,XBXT10g001040,1
Y,549125,1007523,1007523,1,mecr,mecr,1,XBXT10g014784,XBXT10g014784,1
Y,549126,495026,495026,1,rab15,rab15,1,XBXT10g003997,XBXT10g003997,1
Y,549127,5751968,5751968,1,tmem192,tmem192,1,XBXT10g004923,XBXT10g004923,1
Y,549128,5726753,5726753,1,tma7,tma7,1,XBXT10g009993,XBXT10g009993,1
Y,549129,974870,974870,1,asb6,asb6,1,XBXT10g015363,XBXT10g015363,1
Y,549130,482143,482143,1,hmgn3,hmgn3,1,XBXT10g014830,XBXT10g014830,1
Y,549131,492001,492001,1,aldh7a1,aldh7a1,1,XBXT10g005295,XBXT10g005295,1
Y,549132,942624,942624,1,gpm6b,gpm6b,1,XBXT10g000628,XBXT10g000628,1
Y,549133,1003676,1003676,1,nudcd2,nudcd2,1,XBXT10g002111,XBXT10g002111,1
Y,549134,5753506,5753506,1,lrch2,lrch2,1,XBXT10g016886,XBXT10g016886,1
Y,549135,5837785,5837785,1,mzt1,mzt1,1,XBXT10g017321,XBXT10g017321,1
Y,549136,964711,964711,1,psma2,psma2,1,XBXT10g018224,XBXT10g018224,1
Y,549137,979776,979776,1,sybu,sybu,1,XBXT10g001662,XBXT10g001662,1
Y,549138,996454,996454,1,slc35e1,slc35e1,1,XBXT10g006603,XBXT10g006603,1
Y,549139,982971,982971,1,b4galt5,b4galt5,1,XBXT10g013337,XBXT10g013337,1
Y,549140,486122,486122,1,btrc,btrc,1,XBXT10g014508,XBXT10g014508,1
Y,549141,1001054,1001054,1,cetn3,cetn3,1,XBXT10g019734,XBXT10g019734,1
Y,549142,481057,481057,1,dxo,dxo,1,XBXT10g008138,XBXT10g008138,1
Y,549143,971501,971501,1,atxn3,atxn3,1,XBXT10g002815,XBXT10g002815,1
Y,549144,987654,987654,1,melk,melk,1,XBXT10g003846,XBXT10g003846,1
Y,549145,977795,977795,1,h1-8,h1-8,1,XBXT10g005925,XBXT10g005925,1
Y,549146,947005,947005,1,anapc10,anapc10,1,XBXT10g016447,XBXT10g016447,1
Y,549147,1016881,1016881,1,rad51,rad51,1,XBXT10g004527,XBXT10g004527,1
Y,549148,5724906,5724906,1,znf420,znf420,1,XBXT10g017344,XBXT10g017344,1
Y,549149,491537,491537,1,dynlrb2,dynlrb2,1,XBXT10g016206,XBXT10g016206,1
Y,549150,961332,961332,1,arl1,arl1,1,XBXT10g003715,XBXT10g003715,1
Y,549151,941937,941937,1,btg4,btg4,1,XBXT10g017860,XBXT10g017860,1
Y,549152,975960,975960,1,ndufaf5,ndufaf5,1,XBXT10g019457,XBXT10g019457,1
Y,549153,5747153,5747153,1,tmem184a,tmem184a,1,XBXT10g005425,XBXT10g005425,1
Y,595014,5778936,5778936,1,pglyrp1-like.1,pglyrp1-like.1,1,XBXT10g008097,XBXT10g008097,1
Y,549156,483861,483861,1,lsm2,lsm2,1,XBXT10g019008,XBXT10g019008,1
Y,549157,5954970,5954970,1,prkaca,prkaca,1,XBXT10g012616,XBXT10g012616,1
Y,549158,942437,942437,1,commd8,commd8,1,XBXT10g017348,XBXT10g017348,1
Y,549159,5821052,5821052,1,sft2d2,sft2d2,1,XBXT10g013745,XBXT10g013745,1
Y,549160,969139,969139,1,sumo2,sumo2,1,XBXT10g000559,XBXT10g000559,1
Y,549161,970730,970730,1,atp5f1c,atp5f1c,1,XBXT10g016590,XBXT10g016590,1
Y,549162,974017,974017,1,ube2i,ube2i,1,XBXT10g000980,XBXT10g000980,1
Y,549163,948871,948871,1,ahcyl2,ahcyl2,1,XBXT10g013782,XBXT10g013782,1
Y,549164,941707,941707,1,tpmt,tpmt,1,XBXT10g006146,XBXT10g006146,1
Y,549165,983353,983353,1,tmem33,tmem33,1,XBXT10g008993,XBXT10g008993,1
Y,549166,971601,971601,1,ccdc126,ccdc126,1,XBXT10g012145,XBXT10g012145,1
Y,549167,1015227,1015227,1,cd63,cd63,1,XBXT10g018032,XBXT10g018032,1
Y,549168,956847,956847,1,hykk,hykk,1,XBXT10g015530,XBXT10g015530,1
Y,549169,5722303,5722303,1,atp5me,atp5me,1,XBXT10g018037,XBXT10g018037,1
Y,549170,495053,495053,1,sumf1,sumf1,1,XBXT10g010509,XBXT10g010509,1
Y,549171,6454077,6454077,1,pcgf1,pcgf1,1,XBXT10g001828,XBXT10g001828,1
Y,549173,922807,922807,1,mettl3,mettl3,1,XBXT10g010798,XBXT10g010798,1
Y,549174,944975,944975,1,eloc,eloc,1,XBXT10g002723,XBXT10g002723,1
Y,100127880,992769,992769,1,pih1d3,dnaaf6,,XBXT10g002149,XBXT10g002149,1
Y,549176,488596,488596,1,efna5,efna5,1,XBXT10g008996,XBXT10g008996,1
Y,549177,1004391,1004391,1,trmo,trmo,1,XBXT10g000994,XBXT10g000994,1
Y,549178,1014449,1014449,1,c1d,c1d,1,XBXT10g004921,XBXT10g004921,1
Y,549179,953087,953087,1,manf,manf,1,XBXT10g017251,XBXT10g017251,1
Y,549180,489999,489999,1,rab3a,rab3a,1,XBXT10g007270,XBXT10g007270,1
Y,549181,5802753,5802753,1,trappc13,trappc13,1,XBXT10g008001,XBXT10g008001,1
Y,549182,5729629,5729629,1,tyw3,tyw3,1,XBXT10g018012,XBXT10g018012,1
Y,549183,1001373,1001373,1,rnf138,rnf138,1,XBXT10g001667,XBXT10g001667,1
Y,549184,5848106,5848106,1,camkmt,camkmt,1,XBXT10g014323,XBXT10g014323,1
Y,549185,1015246,1015246,1,ca12,ca12,1,XBXT10g001276,XBXT10g001276,1
Y,549186,5735017,5735017,1,mreg,mreg,1,XBXT10g008816,XBXT10g008816,1
Y,549187,968942,968942,1,ccdc97,ccdc97,1,XBXT10g001193,XBXT10g001193,1
Y,549188,1003923,1003923,1,cept1,cept1,1,XBXT10g000338,XBXT10g000338,1
Y,549189,1018477,1018477,1,ostf1,ostf1,1,XBXT10g008857,XBXT10g008857,1
Y,549190,969649,969649,1,exosc4,exosc4,1,XBXT10g000107,XBXT10g000107,1
Y,549191,852608,852608,1,rnf11,rnf11,1,XBXT10g008722,XBXT10g008722,1
Y,549192,1008017,1008017,1,ube2s,ube2s,1,XBXT10g006040,XBXT10g006040,1
Y,549193,5727646,5727646,1,cystm1,cystm1,1,XBXT10g007980,XBXT10g007980,1
Y,549194,5757641,5757641,1,mif4gd,mif4gd,1,XBXT10g009985,XBXT10g009985,1
Y,549195,5845857,5845857,1,sf3b5,sf3b5,1,XBXT10g007776,XBXT10g007776,1
Y,549197,919758,919758,1,cebpg,cebpg,1,XBXT10g005975,XBXT10g005975,1
Y,549198,6257472,6257472,1,zgpat,zgpat,1,XBXT10g001008,XBXT10g001008,1
Y,549199,1012765,1012765,1,atg5,atg5,1,XBXT10g014978,XBXT10g014978,1
Y,549201,920883,920883,1,ccng2,ccng2,1,XBXT10g014751,XBXT10g014751,1
Y,549202,480544,480544,1,dpepe,dpepe,1,XBXT10g012556,XBXT10g012556,1
Y,549203,5753535,5753535,1,rhbdd1,rhbdd1,1,XBXT10g002339,XBXT10g002339,1
Y,549204,981929,981929,1,golga7,golga7,1,XBXT10g017298,XBXT10g017298,1
Y,549205,946462,946462,1,mrpl28,mrpl28,1,XBXT10g016453,XBXT10g016453,1
Y,549206,943069,943069,1,arv1,arv1,1,XBXT10g009335,XBXT10g009335,1
Y,549207,947839,947839,1,spast,spast,1,XBXT10g006237,XBXT10g006237,1
Y,549208,5752408,5752408,1,exd2,exd2,1,XBXT10g013068,XBXT10g013068,1
Y,549209,950050,950050,1,mpzl2,mpzl2,1,XBXT10g006732,XBXT10g006732,1
Y,549210,954429,954429,1,npm3,npm3,1,XBXT10g007628,XBXT10g007628,1
Y,549211,5812885,5812885,1,brcc3,brcc3,1,XBXT10g013841,XBXT10g013841,1
Y,549212,946380,946380,1,ppp2r2b,ppp2r2b,1,XBXT10g008321,XBXT10g008321,1
Y,549213,941300,941300,1,gucd1,gucd1,1,XBXT10g019725,XBXT10g019725,1
Y,549214,5757566,5757566,1,stk17a,stk17a,1,XBXT10g007607,XBXT10g007607,1
Y,549215,983040,983040,1,dglucy,dglucy,1,XBXT10g019565,XBXT10g019565,1
Y,549216,999817,999817,1,rab5if,rab5if,1,XBXT10g019641,XBXT10g019641,1
Y,549217,481228,481228,1,tab1,tab1,1,XBXT10g005204,XBXT10g005204,1
Y,549218,963717,963717,1,commd6,commd6,1,XBXT10g000228,XBXT10g000228,1
Y,549219,998865,998865,1,elmod2,elmod2,1,XBXT10g002775,XBXT10g002775,1
Y,549220,1010195,1010195,1,tafazzin,tafazzin,1,XBXT10g013052,XBXT10g013052,1
Y,549221,971853,971853,1,tmem241,tmem241,1,XBXT10g008159,XBXT10g008159,1
Y,549222,955485,955485,1,nqo1,nqo1,1,XBXT10g011640,XBXT10g011640,1
Y,549223,954399,954399,1,vps36,vps36,1,XBXT10g002229,XBXT10g002229,1
Y,549224,485873,485873,1,pkm,pkm,1,XBXT10g008991,XBXT10g008991,1
Y,549225,1009768,1009768,1,timm21,timm21,1,XBXT10g001858,XBXT10g001858,1
Y,549226,5860964,5860964,1,actr6,actr6,1,XBXT10g004079,XBXT10g004079,1
Y,549227,1005304,1005304,1,polr2e,polr2e,1,XBXT10g015998,XBXT10g015998,1
Y,549228,972741,972741,1,lnpk,lnpk,1,XBXT10g017413,XBXT10g017413,1
Y,549229,989321,989321,1,tekt3,tekt3,1,XBXT10g018194,XBXT10g018194,1
Y,549230,1001464,1001464,1,tyrp1,tyrp1,1,XBXT10g015671,XBXT10g015671,1
Y,549232,987451,987451,1,crcp,crcp,1,XBXT10g005229,XBXT10g005229,1
Y,549233,953648,953648,1,cox4i1,cox4i1,1,XBXT10g004192,XBXT10g004192,1
Y,549234,959415,959415,1,cyba,cyba,1,XBXT10g012865,XBXT10g012865,1
Y,549235,489346,489346,1,rab11a,rab11a,1,XBXT10g006879,XBXT10g006879,1
Y,549236,5732938,5732938,1,tulp1,tulp1,1,XBXT10g011995,XBXT10g011995,1
Y,549237,489307,489307,1,sdf2,sdf2,1,XBXT10g017513,XBXT10g017513,1
Y,549238,5835037,5835037,1,sarnp,sarnp,1,XBXT10g016165,XBXT10g016165,1
Y,549239,5752310,5752310,1,ucma,ucma,1,XBXT10g014577,XBXT10g014577,1
Y,549240,5862263,5862263,1,rpl13a,rpl13a,1,XBXT10g000518,XBXT10g000518,1
Y,549241,5837860,5837860,1,ocm4.2,ocm4.2,1,XBXT10g013076,XBXT10g013076,1
Y,549243,941818,941818,1,cdin1,cdin1,1,XBXT10g019800,XBXT10g019800,1
Y,549244,5862025,5862025,1,ndufb6,ndufb6,1,XBXT10g012340,XBXT10g012340,1
Y,549245,5796618,5796618,1,celf3,celf3,1,XBXT10g002117,XBXT10g002117,1
Y,549246,955063,955063,1,vdac1,vdac1,1,XBXT10g003076,XBXT10g003076,1
Y,549247,854805,854805,1,cyyr1,cyyr1,1,XBXT10g003764,XBXT10g003764,1
Y,549248,5721420,5721420,1,tfb1m,tfb1m,1,XBXT10g003111,XBXT10g003111,1
Y,549249,5722135,5722135,1,hbe1,hbe1,1,XBXT10g005517,XBXT10g005517,1
Y,549250,1015198,1015198,1,ccdc124,ccdc124,1,XBXT10g001406,XBXT10g001406,1
Y,549251,5754170,5754170,1,lman1l,lman1l,1,XBXT10g009846,XBXT10g009846,1
Y,549252,1016821,1016821,1,sash3,sash3,1,XBXT10g010174,XBXT10g010174,1
Y,549253,941989,941989,1,optc,optc,1,XBXT10g000006,XBXT10g000006,1
Y,549254,962837,962837,1,fam177a1,fam177a1,1,XBXT10g004678,XBXT10g004678,1
Y,549255,948769,948769,1,snap25,snap25,1,XBXT10g014457,XBXT10g014457,1
Y,549256,957742,957742,1,bloc1s6,bloc1s6,1,XBXT10g016369,XBXT10g016369,1
Y,549257,1008325,1008325,1,psmb3,psmb3,1,XBXT10g014369,XBXT10g014369,1
Y,549258,853354,853354,1,pou3f1,pou3f1,1,XBXT10g008308,XBXT10g008308,1
Y,549260,488935,488935,1,tcf15,tcf15,1,XBXT10g012704,XBXT10g012704,1
Y,549262,852675,852675,1,suv39h2,suv39h2,1,XBXT10g003874,XBXT10g003874,1
Y,549263,854169,854169,1,polr2k,polr2k,1,XBXT10g001212,XBXT10g001212,1
Y,549265,986902,986902,1,hsd17b10,hsd17b10,1,XBXT10g012030,XBXT10g012030,1
Y,549266,941038,941038,1,gpbp1l1,gpbp1l1,1,XBXT10g004303,XBXT10g004303,1
Y,549267,1016033,1016033,1,hgs,hgs,1,XBXT10g005287,XBXT10g005287,1
Y,549268,480103,480103,1,mfn2,mfn2,1,XBXT10g019595,XBXT10g019595,1
Y,549269,5770341,5770341,1,xpnpep3,xpnpep3,1,XBXT10g003546,XBXT10g003546,1
Y,549270,978389,978389,1,atp5f1d,atp5f1d,1,XBXT10g016592,XBXT10g016592,1
Y,549271,5962136,5962136,1,zfp160,zfp160,1,XBXT10g000665,XBXT10g000665,1
Y,549272,1015769,1015769,1,dag1,dag1,1,XBXT10g008057,XBXT10g008057,1
Y,549273,919631,919631,1,skp1,skp1,1,XBXT10g011344,XBXT10g011344,1
Y,549275,992044,992044,1,rhbdl2,rhbdl2,1,XBXT10g017529,XBXT10g017529,1
Y,549276,972496,972496,1,meig1,meig1,1,XBXT10g007543,XBXT10g007543,1
Y,549277,978347,978347,1,ptma,ptma,1,XBXT10g013161,XBXT10g013161,1
Y,549278,962396,962396,1,capsl,capsl,1,XBXT10g006161,XBXT10g006161,1
Y,549279,877189,877189,1,lrrc23,lrrc23,1,XBXT10g001154,XBXT10g001154,1
Y,549280,960276,960276,1,mrps24,mrps24,1,XBXT10g011842,XBXT10g011842,1
Y,549281,961562,961562,1,c9h2orf69,c9h2orf69,1,XBXT10g018405,XBXT10g018405,1
Y,549282,999921,999921,1,tex30,tex30,1,XBXT10g009204,XBXT10g009204,1
Y,549283,1016936,1016936,1,wdr41,wdr41,1,XBXT10g018219,XBXT10g018219,1
Y,549284,1013088,1013088,1,gan,gan,1,XBXT10g008817,XBXT10g008817,1
Y,549285,1014542,1014542,1,noct,noct,1,XBXT10g006049,XBXT10g006049,1
Y,549286,1016397,1016397,1,tmem184c,tmem184c,1,XBXT10g006957,XBXT10g006957,1
Y,549287,955279,955279,1,stk11,stk11,1,XBXT10g016628,XBXT10g016628,1
Y,549288,5819035,5819035,1,rpl14,rpl14,1,XBXT10g012559,XBXT10g012559,1
Y,549289,5909249,5909249,1,ift43,ift43,1,XBXT10g009060,XBXT10g009060,1
Y,549290,1014945,1014945,1,gclm,gclm,1,XBXT10g012597,XBXT10g012597,1
Y,549291,942662,942662,1,aldh3a2,aldh3a2,1,XBXT10g001033,XBXT10g001033,1
Y,549292,963273,963273,1,ubiad1,ubiad1,1,XBXT10g017875,XBXT10g017875,1
Y,549293,956432,956432,1,erg28,erg28,1,XBXT10g016852,XBXT10g016852,1
Y,549294,945593,945593,1,vps26b,vps26b,1,XBXT10g003912,XBXT10g003912,1
Y,549295,943481,943481,1,cotl1,cotl1,1,XBXT10g005919,XBXT10g005919,1
Y,549296,920408,920408,1,stau1,stau1,1,XBXT10g018618,XBXT10g018618,1
Y,549297,855918,855918,1,cox6a1,cox6a1,1,XBXT10g004983,XBXT10g004983,1
Y,549299,947126,947126,1,pgk1,pgk1,1,XBXT10g004204,XBXT10g004204,1
Y,549300,484409,484409,1,gs17,gs17,1,XBXT10g009273,XBXT10g009273,1
Y,549302,1015854,1015854,1,tstd2,tstd2,1,XBXT10g007853,XBXT10g007853,1
Y,549304,1217394,1217394,1,znf593,znf593,1,XBXT10g003182,XBXT10g003182,1
Y,549305,5844763,5844763,1,phb2,phb2,1,XBXT10g017587,XBXT10g017587,1
Y,549306,1001416,1001416,1,mfsd14a,mfsd14a,1,XBXT10g017770,XBXT10g017770,1
Y,549307,999449,999449,1,mmgt1,mmgt1,1,XBXT10g010064,XBXT10g010064,1
Y,549308,1016982,1016982,1,rnf4,rnf4,1,XBXT10g002225,XBXT10g002225,1
Y,549309,962385,962385,1,gtf2e2,gtf2e2,1,XBXT10g012274,XBXT10g012274,1
Y,549310,1017222,1017222,1,pold3,pold3,1,XBXT10g001317,XBXT10g001317,1
Y,549311,948022,948022,1,scarb2,scarb2,1,XBXT10g007264,XBXT10g007264,1
Y,549312,970871,970871,1,kctd10,kctd10,1,XBXT10g000195,XBXT10g000195,1
Y,549313,5727784,5727784,1,psmd9,psmd9,1,XBXT10g017779,XBXT10g017779,1
Y,549314,951292,951292,1,tmed5,tmed5,1,XBXT10g010489,XBXT10g010489,1
Y,549315,999089,999089,1,ift57,ift57,1,XBXT10g003814,XBXT10g003814,1
Y,549316,968901,968901,1,serinc2,serinc2,1,XBXT10g013356,XBXT10g013356,1
Y,549317,956640,956640,1,rassf7,rassf7,1,XBXT10g012006,XBXT10g012006,1
Y,549318,957508,957508,1,hapstr1,hapstr1,1,XBXT10g011806,XBXT10g011806,1
Y,549319,1015927,1015927,1,traf3ip3,traf3ip3,1,XBXT10g001841,XBXT10g001841,1
Y,549320,5934818,5934818,1,rps8,rps8,1,XBXT10g017462,XBXT10g017462,1
Y,549321,1009043,1009043,1,sh3pxd2b,sh3pxd2b,1,XBXT10g016371,XBXT10g016371,1
Y,549322,956958,956958,1,ccdc127,ccdc127,1,XBXT10g012055,XBXT10g012055,1
Y,549323,941426,941426,1,rhoc,rhoc,1,XBXT10g002960,XBXT10g002960,1
Y,549324,853082,853082,1,aurka,aurka,1,XBXT10g000227,XBXT10g000227,1
Y,549325,1218956,1218956,1,znf395,znf395,1,XBXT10g015098,XBXT10g015098,1
Y,549326,945521,945521,1,mvb12b,mvb12b,1,XBXT10g017878,XBXT10g017878,1
Y,549327,971259,971259,1,nubpl,nubpl,1,XBXT10g011020,XBXT10g011020,1
Y,549328,6257454,6257454,1,msl3,msl3,1,XBXT10g012960,XBXT10g012960,1
Y,549329,5727031,5727031,1,cdk10,cdk10,1,XBXT10g000981,XBXT10g000981,1
Y,549330,5900067,5900067,1,dusp12,dusp12,1,XBXT10g008085,XBXT10g008085,1
Y,549331,1016707,1016707,1,setd3,setd3,1,XBXT10g008810,XBXT10g008810,1
Y,549332,960216,960216,1,cnot8,cnot8,1,XBXT10g001781,XBXT10g001781,1
Y,549333,973129,973129,1,ap1s3,ap1s3,1,XBXT10g009443,XBXT10g009443,1
Y,549334,960119,960119,1,ung,ung,1,XBXT10g013304,XBXT10g013304,1
Y,549335,951314,951314,1,cdc7,cdc7,1,XBXT10g011883,XBXT10g011883,1
Y,549336,1016013,1016013,1,psat1,psat1,1,XBXT10g000576,XBXT10g000576,1
Y,549337,483574,483574,1,nkx6-1,nkx6-1,1,XBXT10g001882,XBXT10g001882,1
Y,549338,993926,993926,1,rpp30,rpp30,1,XBXT10g013807,XBXT10g013807,1
Y,549339,484234,484234,1,cenpa,cenpa,1,XBXT10g013201,XBXT10g013201,1
Y,549340,6454004,6454004,1,glt8d1,glt8d1,1,XBXT10g002880,XBXT10g002880,1
Y,549341,982457,982457,1,ift52,ift52,1,XBXT10g002312,XBXT10g002312,1
Y,549342,952313,952313,1,dnajb14,dnajb14,1,XBXT10g017339,XBXT10g017339,1
Y,549343,5806212,5806212,1,immp1l,immp1l,1,XBXT10g008792,XBXT10g008792,1
Y,549344,964456,964456,1,pcid2,pcid2,1,XBXT10g009539,XBXT10g009539,1
Y,549345,945204,945204,1,bnipl,bnipl,1,XBXT10g011934,XBXT10g011934,1
Y,549346,959616,959616,1,mbp,mbp,1,XBXT10g001582,XBXT10g001582,1
Y,549348,945435,945435,1,mrpl3,mrpl3,1,XBXT10g006591,XBXT10g006591,1
Y,549349,1009682,1009682,1,atl3,atl3,1,XBXT10g014948,XBXT10g014948,1
Y,549350,5838792,5838792,1,dhrs7,dhrs7,1,XBXT10g009437,XBXT10g009437,1
Y,549351,971624,971624,1,glrx,glrx,1,XBXT10g004876,XBXT10g004876,1
Y,549352,495092,495092,1,snrpc,snrpc,1,XBXT10g001687,XBXT10g001687,1
Y,549353,981498,981498,1,bpgm,bpgm,1,XBXT10g003235,XBXT10g003235,1
Y,549354,1003687,1003687,1,camlg,camlg,1,XBXT10g009070,XBXT10g009070,1
N,549355,NA,,0,ints9,,0,XBXT10g003744,,0
Y,549356,940105,940105,1,rps13,rps13,1,XBXT10g013609,XBXT10g013609,1
Y,549357,5924613,5924613,1,pif1,pif1,1,XBXT10g009082,XBXT10g009082,1
Y,549358,1007512,1007512,1,wdr89,wdr89,1,XBXT10g000585,XBXT10g000585,1
Y,549359,5722002,5722002,1,pole4,pole4,1,XBXT10g007660,XBXT10g007660,1
Y,549360,1017238,1017238,1,limd1,limd1,1,XBXT10g010486,XBXT10g010486,1
Y,549361,5735070,5735070,1,dtwd2,dtwd2,1,XBXT10g016086,XBXT10g016086,1
Y,549362,5767105,5767105,1,poc1a,poc1a,1,XBXT10g004068,XBXT10g004068,1
Y,100496420,22168633,22168633,1,opnpl,opnpl (provisional),,XBXT10g017658,XBXT10g017658,1
Y,549364,989771,989771,1,dcaf8,dcaf8,1,XBXT10g008814,XBXT10g008814,1
Y,549365,852943,852943,1,tob1,tob1,1,XBXT10g002236,XBXT10g002236,1
N,549366,NA,,0,adcy8,,0,XBXT10g003877,,0
Y,549367,980634,980634,1,nudt5,nudt5,1,XBXT10g015483,XBXT10g015483,1
Y,549368,963498,963498,1,med8,med8,1,XBXT10g014063,XBXT10g014063,1
Y,549369,943913,943913,1,csrp2,csrp2,1,XBXT10g009779,XBXT10g009779,1
Y,549370,1011429,1011429,1,mob3b,mob3b,1,XBXT10g019810,XBXT10g019810,1
Y,549371,951161,951161,1,cbx6,cbx6,1,XBXT10g000299,XBXT10g000299,1
Y,549372,942260,942260,1,sap30,sap30,1,XBXT10g001675,XBXT10g001675,1
Y,549373,922674,922674,1,atg4a,atg4a,1,XBXT10g006608,XBXT10g006608,1
Y,549375,478841,478841,1,nudcd1,nudcd1,1,XBXT10g012143,XBXT10g012143,1
Y,549377,1016899,1016899,1,fkbp3,fkbp3,1,XBXT10g003216,XBXT10g003216,1
Y,549378,1000388,1000388,1,atp10d,atp10d,1,XBXT10g005473,XBXT10g005473,1
Y,549379,967645,967645,1,rps24,rps24,1,XBXT10g007251,XBXT10g007251,1
Y,549380,991987,991987,1,rpa3,rpa3,1,XBXT10g009354,XBXT10g009354,1
Y,549381,971548,971548,1,agr2,agr2,1,XBXT10g001265,XBXT10g001265,1
Y,549382,970394,970394,1,nup50,nup50,1,XBXT10g006700,XBXT10g006700,1
Y,549383,6040852,6040852,1,imp4,imp4,1,XBXT10g015851,XBXT10g015851,1
