GENE_SYMBOL	GENE_NAME	MODEL_ID	ENTREZ_ID	XB_GENE_ID
LOC116408748	transmembrane protease serine 2-like	XBXT10g026654	116408748	29094635
LOC116408752	trifunctional purine biosynthetic protein adenosine-3-like	XBXT10g000928	116408752	29094639
LOC116408757	protein spinster homolog 1-like	XBXT10g006368	116408757	29094643
LOC116408758	protein spinster homolog 1-like	XBXT10g006369	116408758	29094647
LOC116408759	protein spinster homolog 1-like	XBXT10g021433	116408759	29094651
LOC116408760	protein spinster homolog 1-like	XBXT10g013571	116408760	29094655
LOC116408761	uncharacterized LOC116408761	XBXT10g022798	116408761	29094659
LOC116408764	uncharacterized LOC116408764	XBXT10g020659	116408764	29094663
LOC116408769	serine/threonine-protein kinase N2-like	XBXT10g020041	116408769	29094667
LOC116408777	protein kinase C-like	XBXT10g022807	116408777	29094671
LOC116408778	anaphase-promoting complex subunit 4-like	XBXT10g025382	116408778	29094675
LOC116408779	probable serine/threonine-protein kinase DDB_G0288795	XBXT10g028139	116408779	29094679
LOC116408780	anaphase-promoting complex subunit 4-like	XBXT10g027995	116408780	29094683
LOC116408790	acrosin-like	XBXT10g017065	116408790	29094687
LOC116408792	hornerin-like	XBXT10g020213	116408792	29094691
LOC116408797	uncharacterized LOC116408797	XBXT10g016650	116408797	29094695
LOC116408799	granulocyte-macrophage colony-stimulating factor receptor subunit alpha-like	XBXT10g004247	116408799	29094699
LOC116408809	uncharacterized LOC116408809	XBXT10g023175	116408809	29094703
LOC116408811	olfactory receptor class A-like protein 1	XBXT10g006105	116408811	29094707
LOC116408814	uncharacterized LOC116408814	XBXT10g019213	116408814	29094711
LOC116408816	uncharacterized LOC116408816	XBXT10g028089	116408816	29094715
LOC116408818	parathyroid hormone 4-like	XBXT10g010206	116408818	29094719
LOC116408820	uncharacterized LOC116408820	XBXT10g025426	116408820	29094723
LOC116408821	cyclic AMP receptor-like protein A	XBXT10g022654	116408821	29094727
LOC116408824	uncharacterized LOC116408824	XBXT10g024324	116408824	29094731
LOC116408826	uncharacterized LOC116408826	XBXT10g020329	116408826	29094735
LOC116408829	lethal(3)malignant brain tumor-like protein 3	XBXT10g005298	116408829	29094739
LOC116408836	uncharacterized LOC116408836	XBXT10g003156	116408836	29094743
LOC116408843	mucin-3A-like	XBXT10g028359	116408843	29094747
LOC116408844	uromodulin-like	XBXT10g028458	116408844	29094751
LOC116408858	autism susceptibility gene 2 protein-like	XBXT10g015849	116408858	29094755
LOC116408860	T-cell receptor-associated transmembrane adapter 1	XBXT10g012742	116408860	29094759
LOC116408864	uncharacterized LOC116408864	XBXT10g022514	116408864	29094763
LOC116408867	uncharacterized LOC116408867	XBXT10g029258	116408867	29094767
LOC116408870	filaggrin-2-like	XBXT10g029476	116408870	29094771
LOC116408872	DNA dC->dU-editing enzyme APOBEC-3A-like	XBXT10g000313	116408872	29094775
LOC116408877	serine/threonine-protein kinase 3-like	XBXT10g005426	116408877	29094779
LOC116408883	zinc finger E-box-binding homeobox 1-like	XBXT10g007303	116408883	29094783
LOC116408890	acid-sensing ion channel 4-A-like	XBXT10g024554	116408890	29094787
LOC116408892	immunoglobulin superfamily member 3-like	XBXT10g028565	116408892	29094791
LOC116408897	collagenase 3-like	XBXT10g019906	116408897	29094795
LOC116408899	collagenase 3-like	XBXT10g029397	116408899	29094799
LOC116408900	progesterone receptor-like	XBXT10g028297	116408900	29094803
LOC116408903	serine/threonine-protein kinase 4-like	XBXT10g025599	116408903	29094807
LOC116408910	uncharacterized LOC116408910	XBXT10g023843	116408910	29094811
LOC116408911	transmembrane 4 L6 family member 1-like	XBXT10g013817	116408911	29094815
LOC116408912	cyclic nucleotide-binding domain-containing protein 2-like	XBXT10g001186	116408912	29094819
LOC116408913	ABC transporter F family member 4-like	XBXT10g018629	116408913	29094823
LOC116408914	uncharacterized LOC116408914	XBXT10g027120	116408914	29094827
LOC116408915	nucleolin-like	XBXT10g024430	116408915	29094831
LOC116408918	pleckstrin homology domain-containing family B member 1-like	XBXT10g008389	116408918	29094835
LOC116408919	pleckstrin homology domain-containing family B member 1-like	XBXT10g008387	116408919	29094839
LOC116408926	olfactory receptor 52E4-like	XBXT10g007692	116408926	29094843
LOC116408927	uncharacterized LOC116408927	XBXT10g023252	116408927	29094847
LOC116408930	uncharacterized LOC116408930	XBXT10g014300	116408930	29094851
LOC116408932	vomeronasal type-2 receptor 1-like	XBXT10g006668	116408932	29094855
LOC116408933	vomeronasal type-2 receptor 26-like	XBXT10g025270	116408933	29094859
LOC116408934	uncharacterized LOC116408934	XBXT10g002170	116408934	29094863
LOC116408935	E3 ubiquitin-protein ligase TRIM62-like	XBXT10g029321	116408935	29094867
LOC116408937	ecto-ADP-ribosyltransferase 5-like	XBXT10g024230	116408937	29094871
LOC116408939	hydroperoxide isomerase ALOXE3-like	XBXT10g006936	116408939	29094875
LOC116408941	E3 ubiquitin-protein ligase TRIM7-like	XBXT10g023878	116408941	29094879
LOC116408942	cell surface glycoprotein CD200 receptor 5-like	XBXT10g012256	116408942	29094883
LOC116408943	OX-2 membrane glycoprotein-like	XBXT10g018431	116408943	29094887
LOC116408944	uncharacterized LOC116408944	XBXT10g007567	116408944	29094891
LOC116409441	leucine-rich repeat extensin-like protein 5	XBXT10g023848	116409441	29094895
LOC116409442	protein PELPK1-like	XBXT10g027970	116409442	29094899
LOC116409443	zinc finger CCHC domain-containing protein 3-like	XBXT10g025838	116409443	29094903
LOC116409444	zinc finger CCHC domain-containing protein 3-like	XBXT10g022449	116409444	29094907
LOC116409445	zinc finger CCHC domain-containing protein 3-like	XBXT10g020367	116409445	29094911
LOC116409446	uncharacterized LOC116409446	XBXT10g022627	116409446	29094915
LOC116409447	UPF0606 protein KIAA1549-like	XBXT10g004051	116409447	29094919
LOC116409448	cell wall protein RBR3-like	XBXT10g017359	116409448	29094923
LOC116409449	protein TsetseEP-like	XBXT10g027001	116409449	29094927
LOC116409450	stress protein DDR48-like	XBXT10g029363	116409450	29094931
LOC116409451	tetra-peptide repeat homeobox protein 1-like	XBXT10g020248	116409451	29094935
LOC116409453	hepatitis A virus cellular receptor 1 homolog	XBXT10g003033	116409453	29094939
LOC116409460	uncharacterized LOC116409460	XBXT10g003935	116409460	29094943
LOC116409461	serine/threonine-protein kinase N2-like	XBXT10g004761	116409461	29094947
LOC116409464	vascular endothelial growth factor receptor 3-like	XBXT10g026447	116409464	29094951
LOC116409467	traf2 and NCK-interacting protein kinase-like	XBXT10g006107	116409467	29094955
LOC116409468	uncharacterized transmembrane protein DDB_G0289901-like	XBXT10g025328	116409468	29094959
LOC116409469	uncharacterized PE-PGRS family protein PE_PGRS46-like	XBXT10g022653	116409469	29094963
LOC116409470	toll-like receptor 2	XBXT10g024004	116409470	29094967
LOC116409473	uncharacterized LOC116409473	XBXT10g026609	116409473	29094971
LOC116409474	E3 ubiquitin-protein ligase RNF130-like	XBXT10g029113	116409474	29094975
LOC116409475	traf2 and NCK-interacting protein kinase-like	XBXT10g008479	116409475	29094979
LOC116409477	DC-STAMP domain-containing protein 2-like	XBXT10g008684	116409477	29094983
LOC116409478	DC-STAMP domain-containing protein 2-like	XBXT10g010100	116409478	29094987
LOC116409480	uncharacterized LOC116409480	XBXT10g014700	116409480	29094991
LOC116409486	uncharacterized LOC116409486	XBXT10g024961	116409486	29094995
LOC116409488	uncharacterized LOC116409488	XBXT10g000864	116409488	29094999
LOC116409490	gastrokine-1-like	XBXT10g010898	116409490	29095003
LOC116409493	ABC transporter F family member 4-like	XBXT10g028598	116409493	29095007
LOC116409494	olfactory receptor 5V1-like	XBXT10g000791	116409494	29095011
LOC116409495	nodal homolog 2-A-like	XBXT10g024015	116409495	29095015
LOC116409496	tubulin monoglycylase TTLL3-like	XBXT10g005999	116409496	29095019
LOC116409497	nuclease EXOG, mitochondrial-like	XBXT10g020955	116409497	29095023
LOC116409498	endonuclease domain-containing 1 protein-like	XBXT10g014451	116409498	29095027
LOC116409499	protein spinster homolog 1-like	XBXT10g015004	116409499	29095031
LOC116409503	uncharacterized LOC116409503	XBXT10g022971	116409503	29095035
LOC116409504	uncharacterized LOC116409504	XBXT10g026842	116409504	29095039
LOC116409505	uncharacterized LOC116409505	XBXT10g020606	116409505	29095043
LOC116409506	uncharacterized LOC116409506	XBXT10g022551	116409506	29095047
LOC116409507	uncharacterized LOC116409507	XBXT10g014307	116409507	29095051
LOC116409508	uncharacterized LOC116409508	XBXT10g028020	116409508	29095055
LOC116409509	uncharacterized LOC116409509	XBXT10g020714	116409509	29095059
LOC116409510	uncharacterized LOC116409510	XBXT10g028353	116409510	29095063
LOC116409511	uncharacterized LOC116409511	XBXT10g020404	116409511	29095067
LOC116409512	uncharacterized LOC116409512	XBXT10g022914	116409512	29095071
LOC116409513	uncharacterized LOC116409513	XBXT10g010678	116409513	29095075
LOC116409514	uncharacterized LOC116409514	XBXT10g022206	116409514	29095079
LOC116409515	uncharacterized LOC116409515	XBXT10g023826	116409515	29095083
LOC116409516	uncharacterized LOC116409516	XBXT10g026858	116409516	29095087
LOC116409517	uncharacterized LOC116409517	XBXT10g028413	116409517	29095091
LOC116409518	uncharacterized LOC116409518	XBXT10g021431	116409518	29095095
LOC116409520	mucin-3B-like	XBXT10g023612	116409520	29095099
LOC116409522	mucin-3B-like	XBXT10g028944	116409522	29095103
LOC116409525	vitelline membrane outer layer protein 1 homolog	XBXT10g017123	116409525	29095107
LOC116409526	olfactory receptor 11L1-like	XBXT10g025078	116409526	29095111
LOC116409527	olfactory receptor 11L1-like	XBXT10g023019	116409527	29095115
LOC116409528	olfactory receptor 10A7-like	XBXT10g021467	116409528	29095119
LOC116409529	olfactory receptor 6P1-like	XBXT10g028981	116409529	29095123
LOC116409530	olfactory receptor 1444-like	XBXT10g011908	116409530	29095127
LOC116409531	transcription factor SOX-30-like	XBXT10g019197	116409531	29095131
LOC116409533	protocadherin gamma-B7-like	XBXT10g004957	116409533	29095135
LOC116409534	phosphatidylinositol polyphosphate 5-phosphatase type IV-like	XBXT10g024150	116409534	29095139
LOC116409535	uncharacterized LOC116409535	XBXT10g026286	116409535	29095143
LOC116409536	tenascin-R-like	XBXT10g029430	116409536	29095147
LOC116409538	uncharacterized LOC116409538	XBXT10g022810	116409538	29095151
LOC116409539	uncharacterized LOC116409539	XBXT10g024986	116409539	29095155
LOC116409540	paraneoplastic antigen Ma2 homolog	XBXT10g022996	116409540	29095159
LOC116409541	protein unc-13 homolog B-like	XBXT10g015097	116409541	29095163
LOC116409542	basic salivary proline-rich protein 2-like	XBXT10g028289	116409542	29095167
LOC116409543	uncharacterized LOC116409543	XBXT10g002177	116409543	29095171
LOC116409544	zinc metalloproteinase-disintegrin-like bothrojarin-1	XBXT10g021296	116409544	29095175
LOC116409545	olfactory receptor 2A12-like	XBXT10g025629	116409545	29095179
LOC116409546	olfactory receptor 13F1-like	XBXT10g002529	116409546	29095183
LOC116409547	olfactory receptor 13-like	XBXT10g028835	116409547	29095187
LOC116409548	olfactory receptor 2T10-like	XBXT10g020278	116409548	29095191
LOC116409549	olfactory receptor 13-like	XBXT10g006920	116409549	29095195
LOC116409550	olfactory receptor 1-like	XBXT10g028623	116409550	29095199
LOC116409552	olfactory receptor 13C9-like	XBXT10g011024	116409552	29095203
LOC116409553	olfactory receptor 1-like	XBXT10g022056	116409553	29095207
LOC116409554	olfactory receptor 2T1-like	XBXT10g020182	116409554	29095211
LOC116409555	olfactory receptor 13F1-like	XBXT10g007268	116409555	29095215
LOC116409556	putative olfactory receptor 2B3	XBXT10g025395	116409556	29095219
LOC116409558	tubulin monoglycylase TTLL3-like	XBXT10g021123	116409558	29095223
LOC116409559	olfactory receptor 1-like	XBXT10g011624	116409559	29095227
LOC116409560	olfactory receptor 1-like	XBXT10g011004	116409560	29095231
LOC116409561	endonuclease domain-containing 1 protein-like	XBXT10g013686	116409561	29095235
LOC116409562	protein spinster homolog 1-like	XBXT10g015002	116409562	29095239
LOC116409563	uncharacterized LOC116409563	XBXT10g024572	116409563	29095243
LOC116409564	hepatic lectin-like	XBXT10g023345	116409564	29095247
LOC116409565	C-type lectin lectoxin-Phi2-like	XBXT10g018930	116409565	29095251
LOC116409567	uncharacterized LOC116409567	XBXT10g025936	116409567	29095255
LOC116409568	mucin-17-like	XBXT10g017042	116409568	29095259
LOC116409569	mucin-2-like	XBXT10g020898	116409569	29095263
LOC116409570	mucin-19-like	XBXT10g028630	116409570	29095267
LOC116409571	mucin-17-like	XBXT10g021829	116409571	29095271
LOC116409572	uncharacterized LOC116409572	XBXT10g023000	116409572	29095275
LOC116409573	extracellular calcium-sensing receptor-like	XBXT10g012477	116409573	29095279
LOC116409574	extracellular calcium-sensing receptor-like	XBXT10g028294	116409574	29095283
LOC116409575	vomeronasal type-2 receptor 26-like	XBXT10g020155	116409575	29095287
LOC116409576	extracellular calcium-sensing receptor-like	XBXT10g026410	116409576	29095291
LOC116409577	extracellular calcium-sensing receptor-like	XBXT10g028032	116409577	29095295
LOC116409579	extracellular calcium-sensing receptor-like	XBXT10g023874	116409579	29095299
LOC116409580	extracellular calcium-sensing receptor-like	XBXT10g020459	116409580	29095303
LOC116409581	extracellular calcium-sensing receptor-like	XBXT10g024719	116409581	29095307
LOC116409582	extracellular calcium-sensing receptor-like	XBXT10g025061	116409582	29095311
LOC116409583	extracellular calcium-sensing receptor-like	XBXT10g026306	116409583	29095315
LOC116409584	olfactory receptor 476-like	XBXT10g028901	116409584	29095319
LOC116409585	olfactory receptor 10Z1-like	XBXT10g027876	116409585	29095323
LOC116409586	olfactory receptor 5V1-like	XBXT10g001521	116409586	29095327
LOC116409587	olfactory receptor 10R2-like	XBXT10g027008	116409587	29095331
LOC116409588	olfactory receptor 6P1-like	XBXT10g027251	116409588	29095335
LOC116409589	olfactory receptor 6P1-like	XBXT10g022035	116409589	29095339
LOC116409590	olfactory receptor 11A1-like	XBXT10g024131	116409590	29095343
LOC116409591	vitelline membrane outer layer protein 1 homolog	XBXT10g025507	116409591	29095347
LOC116409592	phospholipid scramblase 1-like	XBXT10g028113	116409592	29095351
LOC116409593	olfactory receptor 11A1-like	XBXT10g020179	116409593	29095355
LOC116409594	olfactory receptor 1468-like	XBXT10g022835	116409594	29095359
LOC116409595	olfactory receptor 11L1-like	XBXT10g029320	116409595	29095363
LOC116409596	olfactory receptor 1468-like	XBXT10g026720	116409596	29095367
LOC116409597	olfactory receptor 11L1-like	XBXT10g024190	116409597	29095371
LOC116409598	olfactory receptor 1E5-like	XBXT10g021310	116409598	29095375
LOC116409599	olfactory receptor 5G3-like	XBXT10g028323	116409599	29095379
LOC116409600	olfactory receptor 1-like	XBXT10g026742	116409600	29095383
LOC116409602	olfactory receptor 11L1-like	XBXT10g021480	116409602	29095387
LOC116409603	olfactory receptor 11L1-like	XBXT10g023043	116409603	29095391
LOC116409604	olfactory receptor 1468-like	XBXT10g025482	116409604	29095395
LOC116409605	olfactory receptor 1E5-like	XBXT10g028190	116409605	29095399
LOC116409606	olfactory receptor 1496-like	XBXT10g020200	116409606	29095403
LOC116409607	olfactory receptor 1496-like	XBXT10g022899	116409607	29095407
LOC116409608	olfactory receptor 1468-like	XBXT10g029528	116409608	29095411
LOC116409609	olfactory receptor 1468-like	XBXT10g021525	116409609	29095415
LOC116409610	olfactory receptor-like protein DTMT	XBXT10g024737	116409610	29095419
LOC116409611	olfactory receptor 11L1-like	XBXT10g027333	116409611	29095423
LOC116409612	olfactory receptor 11L1-like	XBXT10g025325	116409612	29095427
LOC116409613	olfactory receptor 11L1-like	XBXT10g022819	116409613	29095431
LOC116409615	olfactory receptor 11L1-like	XBXT10g028448	116409615	29095435
LOC116409616	olfactory receptor 10A5-like	XBXT10g026353	116409616	29095439
LOC116409617	olfactory receptor 11L1-like	XBXT10g024546	116409617	29095443
LOC116409619	olfactory receptor 11L1-like	XBXT10g025419	116409619	29095447
LOC116409620	olfactory receptor 1E5-like	XBXT10g022959	116409620	29095451
LOC116409621	olfactory receptor 11L1-like	XBXT10g020963	116409621	29095455
LOC116409622	olfactory receptor 1468-like	XBXT10g028268	116409622	29095459
LOC116409623	olfactory receptor 1-like	XBXT10g025699	116409623	29095463
LOC116409624	olfactory receptor 11L1-like	XBXT10g021359	116409624	29095467
LOC116409625	olfactory receptor 1496-like	XBXT10g012921	116409625	29095471
LOC116409626	olfactory receptor 11L1-like	XBXT10g026640	116409626	29095475
LOC116409627	olfactory receptor 6P1-like	XBXT10g022833	116409627	29095479
LOC116409628	olfactory receptor 10A7-like	XBXT10g020966	116409628	29095483
LOC116409629	olfactory receptor 10A7-like	XBXT10g028305	116409629	29095487
LOC116409630	olfactory receptor 6P1-like	XBXT10g027891	116409630	29095491
LOC116409631	olfactory receptor 10A7-like	XBXT10g020386	116409631	29095495
LOC116409632	olfactory receptor 6P1-like	XBXT10g027045	116409632	29095499
LOC116409633	olfactory receptor 6P1-like	XBXT10g029403	116409633	29095503
LOC116409635	olfactory receptor 10A2-like	XBXT10g023841	116409635	29095507
LOC116409636	olfactory receptor 6P1-like	XBXT10g025794	116409636	29095511
LOC116409637	olfactory receptor 10A7-like	XBXT10g027806	116409637	29095515
LOC116409638	olfactory receptor 6P1-like	XBXT10g023018	116409638	29095519
LOC116409639	olfactory receptor 6P1-like	XBXT10g020105	116409639	29095523
LOC116409640	olfactory receptor 11A1-like	XBXT10g025321	116409640	29095527
LOC116409641	olfactory receptor 11A1-like	XBXT10g014447	116409641	29095531
LOC116409642	olfactory receptor 1361-like	XBXT10g021156	116409642	29095535
LOC116409643	olfactory receptor 11A1-like	XBXT10g027809	116409643	29095539
LOC116409644	olfactory receptor 10A7-like	XBXT10g026553	116409644	29095543
LOC116409645	olfactory receptor 6P1-like	XBXT10g023857	116409645	29095547
LOC116409646	olfactory receptor 6P1-like	XBXT10g022298	116409646	29095551
LOC116409647	olfactory receptor 10A7-like	XBXT10g029386	116409647	29095555
LOC116409648	olfactory receptor 10A7-like	XBXT10g026668	116409648	29095559
LOC116409649	olfactory receptor 6P1-like	XBXT10g020375	116409649	29095563
LOC116409650	olfactory receptor 10A7-like	XBXT10g026746	116409650	29095567
LOC116409651	olfactory receptor 10A7-like	XBXT10g029379	116409651	29095571
LOC116409652	olfactory receptor 11A1-like	XBXT10g016059	116409652	29095575
LOC116409653	olfactory receptor 11A1-like	XBXT10g001389	116409653	29095579
LOC116409654	olfactory receptor 6N1-like	XBXT10g025521	116409654	29095583
LOC116409655	olfactory receptor 11L1-like	XBXT10g021485	116409655	29095587
LOC116409656	olfactory receptor 1468-like	XBXT10g024225	116409656	29095591
LOC116409657	asialoglycoprotein receptor 2-like	XBXT10g026782	116409657	29095595
LOC116409658	olfactory receptor 11L1-like	XBXT10g029426	116409658	29095599
LOC116409659	uncharacterized LOC116409659	XBXT10g020181	116409659	29095603
LOC116409665	uncharacterized LOC116409665	XBXT10g024575	116409665	29095607
LOC116409669	uncharacterized LOC116409669	XBXT10g017055	116409669	29095611
LOC116409670	fibulin-1-like	XBXT10g016770	116409670	29095615
LOC116409673	extended synaptotagmin-1-like	XBXT10g029439	116409673	29095619
LOC116409676	translocator protein-like	XBXT10g012116	116409676	29095623
LOC116409678	uncharacterized LOC116409678	XBXT10g012575	116409678	29095627
LOC116409680	uncharacterized LOC116409680	XBXT10g029112	116409680	29095631
LOC116409681	aldo-keto reductase family 1 member C15-like	XBXT10g011246	116409681	29095635
LOC116409682	uncharacterized protein FLJ40521-like	XBXT10g024743	116409682	29095639
LOC116409683	serine/threonine-protein kinase 3-like	XBXT10g016110	116409683	29095643
LOC116409696	ganglioside GM2 activator-like	XBXT10g005449	116409696	29095647
LOC116409698	myosin-binding protein H-like	XBXT10g025176	116409698	29095651
LOC116409702	RING-H2 finger protein ATL72-like	XBXT10g027012	116409702	29095655
LOC116409704	traf2 and NCK-interacting protein kinase-like	XBXT10g027060	116409704	29095659
LOC116409705	uncharacterized LOC116409705	XBXT10g009968	116409705	29095663
LOC116409706	hyaluronan-mediated motility receptor-like	XBXT10g021821	116409706	29095667
LOC116409708	teneurin-2-like	XBXT10g027834	116409708	29095671
LOC116409713	exocyst complex component 1-like	XBXT10g021941	116409713	29095675
LOC116409715	PDZ domain-containing protein 9-like	XBXT10g000386	116409715	29095679
LOC116409720	uncharacterized LOC116409720	XBXT10g005501	116409720	29095683
LOC116409721	uncharacterized LOC116409721	XBXT10g013718	116409721	29095687
LOC116409722	uncharacterized LOC116409722	XBXT10g015896	116409722	29095691
LOC116409724	uncharacterized LOC116409724	XBXT10g013688	116409724	29095695
LOC116409725	uncharacterized LOC116409725	XBXT10g028751	116409725	29095699
LOC116409726	WAG22 antigen-like	XBXT10g022320	116409726	29095703
LOC116409731	uncharacterized LOC116409731	XBXT10g022450	116409731	29095707
LOC116409745	olfactory receptor 11L1-like	XBXT10g021555	116409745	29095711
LOC116409754	uncharacterized LOC116409754	XBXT10g001760	116409754	29095715
LOC116409757	lamina-associated polypeptide 2-like	XBXT10g026924	116409757	29095719
LOC116409761	immunoglobulin superfamily containing leucine-rich repeat protein 2-like	XBXT10g021807	116409761	29095723
LOC116409783	protein spinster homolog 1-like	XBXT10g021695	116409783	29095727
LOC116409784	uncharacterized LOC116409784	XBXT10g018459	116409784	29095731
LOC116409788	tubulin monoglycylase TTLL3-like	XBXT10g025273	116409788	29095735
LOC116409793	uncharacterized LOC116409793	XBXT10g002204	116409793	29095739
LOC116409794	uncharacterized LOC116409794	XBXT10g028299	116409794	29095743
LOC116409796	CD209 antigen-like protein C	XBXT10g004219	116409796	29095747
LOC116409797	CD209 antigen-like protein C	XBXT10g019631	116409797	29095751
LOC116409798	hepatic lectin-like	XBXT10g024925	116409798	29095755
LOC116409805	uncharacterized LOC116409805	XBXT10g020738	116409805	29095759
LOC116409807	uncharacterized LOC116409807	XBXT10g025967	116409807	29095763
LOC116409808	uncharacterized LOC116409808	XBXT10g022787	116409808	29095767
LOC116409809	histone H1B-like	XBXT10g001563	116409809	29095771
LOC116409813	histone H2A type 1-like	XBXT10g005628	116409813	29095775
LOC116409814	histone H2B 1.1-like	XBXT10g018710	116409814	29095779
LOC116409817	extended synaptotagmin-1-like	XBXT10g027284	116409817	29095783
LOC116409825	uncharacterized LOC116409825	XBXT10g024340	116409825	29095787
LOC116409826	uncharacterized LOC116409826	XBXT10g013348	116409826	29095791
LOC116409827	uncharacterized LOC116409827	XBXT10g001041	116409827	29095795
LOC116409830	mucin-3A-like	XBXT10g027798	116409830	29095799
LOC116409832	mucin-3B-like	XBXT10g004604	116409832	29095803
LOC116409833	mucin-3B-like	XBXT10g017575	116409833	29095807
LOC116409834	histidine N-acetyltransferase-like	XBXT10g013572	116409834	29095811
LOC116409835	histidine N-acetyltransferase-like	XBXT10g006429	116409835	29095815
LOC116409836	histidine N-acetyltransferase-like	XBXT10g023828	116409836	29095819
LOC116409837	uncharacterized LOC116409837	XBXT10g019657	116409837	29095823
LOC116409839	uncharacterized LOC116409839	XBXT10g028968	116409839	29095827
LOC116409841	uncharacterized LOC116409841	XBXT10g000760	116409841	29095831
LOC116409842	uncharacterized LOC116409842	XBXT10g004081	116409842	29095835
LOC116409843	uncharacterized LOC116409843	XBXT10g023910	116409843	29095839
LOC116409844	uncharacterized LOC116409844	XBXT10g008740	116409844	29095843
LOC116409845	NXPE family member 3-like	XBXT10g025099	116409845	29095847
LOC116409846	uncharacterized LOC116409846	XBXT10g016869	116409846	29095851
LOC116409847	ephexin-1-like	XBXT10g019142	116409847	29095855
LOC116409848	uncharacterized LOC116409848	XBXT10g023521	116409848	29095859
LOC116409849	histone deacetylase complex subunit SAP25-like	XBXT10g026062	116409849	29095863
LOC116409851	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 3-like	XBXT10g013332	116409851	29095867
LOC116409852	phospholipid scramblase 1-like	XBXT10g002255	116409852	29095871
LOC116409853	cornifelin homolog	XBXT10g013899	116409853	29095875
LOC116409854	acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase-like	XBXT10g014625	116409854	29095879
LOC116409856	C-type natriuretic peptide-like	XBXT10g025938	116409856	29095883
LOC116409859	diamine acetyltransferase 2-like	XBXT10g017188	116409859	29095887
LOC116409860	diamine acetyltransferase 2-like	XBXT10g025798	116409860	29095891
LOC116410218	putative ferric-chelate reductase 1	XBXT10g012034	116410218	29095895
LOC116410219	uncharacterized LOC116410219	XBXT10g027266	116410219	29095899
LOC116410220	pleckstrin homology like domain family A member 2	XBXT10g011449	116410220	29095903
LOC116410224	uncharacterized LOC116410224	XBXT10g016901	116410224	29095907
LOC116410225	hemicentin-1-like	XBXT10g001492	116410225	29095911
LOC116410226	uncharacterized LOC116410226	XBXT10g010650	116410226	29095915
LOC116410228	uncharacterized LOC116410228	XBXT10g021979	116410228	29095919
LOC116410230	uncharacterized LOC116410230	XBXT10g020452	116410230	29095923
LOC116410231	F-box/WD repeat-containing protein 7-like	XBXT10g009748	116410231	29095927
LOC116410233	uncharacterized LOC116410233	XBXT10g015793	116410233	29095931
LOC116410241	uncharacterized protein C11orf96 homolog	XBXT10g025278	116410241	29095935
LOC116410243	alpha-parvin-like	XBXT10g005037	116410243	29095939
LOC116410254	embryonic protein UVS.2-like	XBXT10g009753	116410254	29095943
LOC116410255	synaptotagmin-13-like	XBXT10g027506	116410255	29095947
LOC116410271	uncharacterized LOC116410271	XBXT10g025044	116410271	29095951
LOC116410277	uncharacterized LOC116410277	XBXT10g000764	116410277	29095955
LOC116410282	uncharacterized LOC116410282	XBXT10g016134	116410282	29095959
LOC116410287	uncharacterized LOC116410287	XBXT10g026751	116410287	29095963
LOC116410289	uncharacterized LOC116410289	XBXT10g014820	116410289	29095967
LOC116410308	serine/threonine-protein kinase 3-like	XBXT10g008229	116410308	29095971
LOC116410309	acyl-CoA (8-3)-desaturase-like	XBXT10g027094	116410309	29095975
LOC116410311	dispanin subfamily A member 2b-like	XBXT10g011651	116410311	29095979
LOC116410312	sn1-specific diacylglycerol lipase alpha-like	XBXT10g025193	116410312	29095983
LOC116410313	sn1-specific diacylglycerol lipase alpha-like	XBXT10g019644	116410313	29095987
LOC116410319	dispanin subfamily A member 2b-like	XBXT10g016663	116410319	29095991
LOC116410321	serine/threonine-protein kinase mig-15-like	XBXT10g006648	116410321	29095995
LOC116410323	vomeronasal type-2 receptor 26-like	XBXT10g008822	116410323	29095999
LOC116410324	serine/threonine-protein kinase mig-15-like	XBXT10g028622	116410324	29096003
LOC116410326	traf2 and NCK-interacting protein kinase-like	XBXT10g024533	116410326	29096007
LOC116410327	traf2 and NCK-interacting protein kinase-like	XBXT10g026476	116410327	29096011
LOC116410328	serine/threonine-protein kinase mig-15-like	XBXT10g020398	116410328	29096015
LOC116410334	mucin-5AC-like	XBXT10g022442	116410334	29096019
LOC116410335	intestinal mucin-like protein	XBXT10g004314	116410335	29096023
LOC116410339	uncharacterized LOC116410339	XBXT10g004490	116410339	29096027
LOC116410341	uncharacterized LOC116410341	XBXT10g008854	116410341	29096031
LOC116410345	solute carrier family 22 member 6-like	XBXT10g010950	116410345	29096035
LOC116410357	basic salivary proline-rich protein 2-like	XBXT10g020772	116410357	29096039
LOC116410363	uncharacterized LOC116410363	XBXT10g009046	116410363	29096043
LOC116410364	transmembrane protein 272-like	XBXT10g011834	116410364	29096047
LOC116410370	uncharacterized LOC116410370	XBXT10g026455	116410370	29096051
LOC116410371	uncharacterized LOC116410371	XBXT10g025333	116410371	29096055
LOC116410372	synaptotagmin-13-like	XBXT10g022641	116410372	29096059
LOC116410375	protein kinase C delta type-like	XBXT10g023729	116410375	29096063
LOC116410376	protein kinase C delta type-like	XBXT10g000710	116410376	29096067
LOC116410377	protein kinase C delta type-like	XBXT10g021819	116410377	29096071
