# UNIPROT_ACC,REFSEQ_PROT_ID,REFSEQ_RNA_ID,NCBI_GENE_ID,XB_GENE_ID
A0A023W428,NP_001278991.1,NM_001292062.1,GeneID:100492429,XB-GENE-1216189
Q5M789,NP_001011409.1,NM_001011409.1,GeneID:496888,XB-GENE-942483
Q5M793,NP_001011407.1,NM_001011407.1,GeneID:496884,XB-GENE-976623
Q5M794,XP_031755915.1,XM_031900055.1,GeneID:496883,XB-GENE-972681
Q5M7A1,XP_031751787.1,XM_031895927.1,GeneID:496877,XB-GENE-5854708
Q5M7J4,XP_031751201.1,XM_031895341.1,GeneID:496876,XB-GENE-1021696
Q5M7J5,NP_001011401.1,NM_001011401.1,GeneID:496875,XB-GENE-5761978
Q5M7J6,NP_001011400.1,NM_001011400.1,GeneID:496874,XB-GENE-5751721
Q5M7J9,NP_001011398.1,NM_001011398.1,GeneID:496871,XB-GENE-484487
Q5M7K0,NP_001011397.1,NM_001011397.1,GeneID:496870,XB-GENE-5754351
Q5M7K1,NP_001011396.1,NM_001011396.1,GeneID:496869,XB-GENE-995523
Q5M7K3,NP_001011395.1,NM_001011395.1,GeneID:496867,XB-GENE-990247
Q5M7K8,NP_001011392.1,NM_001011392.1,GeneID:496862,XB-GENE-486729
Q5M7K9,NP_001011391.1,NM_001011391.1,GeneID:496861,XB-GENE-482968
Q5M7L0,NP_001011390.1,NM_001011390.1,GeneID:496860,XB-GENE-943875
Q5M7L2,NP_001011389.1,NM_001011389.1,GeneID:496858,XB-GENE-5945476
Q5M7L4,NP_001011388.1,NM_001011388.2,GeneID:496856,XB-GENE-491365
Q5M7L5,NP_001011387.1,NM_001011387.1,GeneID:496855,XB-GENE-992208
Q5M7L6,XP_012820077.1,XM_012964623.3,GeneID:496854,XB-GENE-946235
Q5M7L7,XP_031755157.1,XM_031899297.1,GeneID:496853,XB-GENE-1016839
Q5M7L8,XP_031749922.1,XM_031894062.1,GeneID:496852,XB-GENE-484906
Q5M7L9,NP_001011383.1,NM_001011383.1,GeneID:496851,XB-GENE-487289
Q5M7M0,XP_012812322.1,XM_012956868.2,GeneID:496850,XB-GENE-5737550
Q5M7M1,NP_001011381.1,NM_001011381.1,GeneID:496849,XB-GENE-1009063
Q5M7M2,NP_001011380.1,NM_001011380.1,GeneID:496848,XB-GENE-1008677
Q5M7M3,NP_001011379.1,NM_001011379.1,GeneID:496847,XB-GENE-978195
Q5M7M5,NP_001011377.1,NM_001011377.1,GeneID:496845,XB-GENE-986974
Q5M7M8,NP_001011375.1,NM_001011375.1,GeneID:496842,XB-GENE-5750991
Q5M7N2,NP_001011371.1,NM_001011371.1,GeneID:496838,XB-GENE-967743
Q5M7N3,NP_001011370.1,NM_001011370.1,GeneID:496837,XB-GENE-6455336
Q5M7N4,XP_012825823.2,XM_012970369.3,GeneID:496836,XB-GENE-945801
Q5M7N5,NP_001011368.1,NM_001011368.1,GeneID:496835,XB-GENE-1001223
Q5M7N7,XP_012814398.1,XM_012958944.3,GeneID:496833,XB-GENE-488183
Q5M7N8,NP_001011365.1,NM_001011365.1,GeneID:496832,XB-GENE-5825933
Q5M7N9,NP_001011364.1,NM_001011364.1,GeneID:496831,XB-GENE-5746165
Q5M7P0,XP_031751784.1,XM_031895924.1,GeneID:496830,XB-GENE-1011657
Q5M7P1,NP_001011362.1,NM_001011362.1,GeneID:496829,XB-GENE-953160
Q5M7P2,NP_001011361.1,NM_001011361.1,GeneID:496828,XB-GENE-922501
Q5M7P3,NP_001011360.1,NM_001011360.1,GeneID:496827,XB-GENE-5720826
Q5M7P4,NP_001011359.1,NM_001011359.1,GeneID:496826,XB-GENE-977656
Q5M7P5,NP_001011358.1,NM_001011358.1,GeneID:496825,XB-GENE-994692
Q5M7P6,XP_017951731.2,XM_018096242.2,GeneID:496824,XB-GENE-1006945
Q5M7P9,NP_001011354.1,NM_001011354.1,GeneID:496821,XB-GENE-997629
Q5M7Q1,NP_001011353.1,NM_001011353.1,GeneID:496819,XB-GENE-1003590
Q5M7Q2,NP_001011352.1,NM_001011352.1,GeneID:496818,XB-GENE-953547
Q5M7Q4,NP_001011351.1,NM_001011351.1,GeneID:496816,XB-GENE-950431
Q5M7Q5,XP_031746274.1,XM_031890414.1,GeneID:496815,XB-GENE-941671
Q5M7Q6,XP_012821973.2,XM_012966519.3,GeneID:496814,XB-GENE-990339
Q5M7Q9,NP_001011347.1,NM_001011347.1,GeneID:496811,XB-GENE-982338
Q5M7R0,NP_001011346.1,NM_001011346.1,GeneID:496810,XB-GENE-1017083
Q5M7R5,NP_001011342.1,NM_001011342.1,GeneID:496806,XB-GENE-946266
Q5M7R6,NP_001011341.1,NM_001011341.1,GeneID:496805,XB-GENE-6257635
Q5M7R7,NP_001011340.1,NM_001011340.1,GeneID:496804,XB-GENE-994148
Q5M7R8,XP_012816456.1,XM_012961002.3,GeneID:496803,XB-GENE-5818856
Q5M7R9,NP_001011338.1,NM_001011338.1,GeneID:496802,XB-GENE-485995
Q5M7S0,NP_001011337.1,NM_001011337.1,GeneID:496801,XB-GENE-5823434
Q5M7S1,NP_001011336.1,NM_001011336.1,GeneID:496800,XB-GENE-956320
Q5M7S3,NP_001011335.1,NM_001011335.1,GeneID:496798,XB-GENE-947685
Q5M7S4,NP_001011334.1,NM_001011334.1,GeneID:496797,XB-GENE-5783273
Q5M7S5,NP_001011333.1,NM_001011333.1,GeneID:496796,XB-GENE-990155
Q5M7S8,NP_001011331.1,NM_001011331.1,GeneID:496793,XB-GENE-493927
Q5M7S9,NP_001011330.1,NM_001011330.1,GeneID:496792,XB-GENE-493206
Q5M8D7,XP_012812317.1,XM_012956863.3,GeneID:496791,XB-GENE-5935687
Q5M8D8,XP_031760903.1,XM_031905043.1,GeneID:496790,XB-GENE-944004
Q5M8D9,XP_017952585.1,XM_018097096.2,GeneID:496789,XB-GENE-491220
Q5M8E0,NP_001011326.1,NM_001011326.1,GeneID:496788,XB-GENE-972376
Q5M8E3,NP_001011324.1,NM_001011324.2,GeneID:496785,XB-GENE-964283
Q5M8E5,NP_001011323.1,NM_001011323.1,GeneID:496783,XB-GENE-492551
Q5M8E6,NP_001011322.1,NM_001011322.1,GeneID:496782,XB-GENE-947877
Q5M8E9,NP_001011320.1,NM_001011320.1,GeneID:496779,XB-GENE-5747387
Q5M8F1,NP_001011319.1,NM_001011319.1,GeneID:496778,XB-GENE-964301
Q5M8F2,NP_001011318.1,NM_001011318.1,GeneID:496777,XB-GENE-483703
Q5M8F3,NP_001011317.1,NM_001011317.1,GeneID:496776,XB-GENE-945286
Q5M8F4,NP_001011316.1,NM_001011316.1,GeneID:496775,XB-GENE-5918653
Q5M8F7,NP_001011315.1,NM_001011315.2,GeneID:496772,XB-GENE-5917931
Q5M8F8,NP_001011314.1,NM_001011314.1,GeneID:496771,XB-GENE-6087488
Q5M8F9,NP_001011313.1,NM_001011313.1,GeneID:496770,XB-GENE-950748
Q5M8G0,NP_001011312.1,NM_001011312.1,GeneID:496769,XB-GENE-923467
Q5M8G3,XP_031760898.1,XM_031905038.1,GeneID:496766,XB-GENE-921510
Q5M8G4,XP_031755913.1,XM_031900053.1,GeneID:496765,XB-GENE-968689
Q5M8G5,NP_001011309.1,NM_001011309.1,GeneID:496764,XB-GENE-5810167
Q5M8G6,NP_001011308.1,NM_001011308.1,GeneID:496763,XB-GENE-947990
Q5M8G8,NP_001011306.1,NM_001011306.1,GeneID:496761,XB-GENE-494505
Q5M8H2,NP_001011304.1,NM_001011304.1,GeneID:496757,XB-GENE-1004190
Q5M8H3,XP_031755093.1,XM_031899233.1,GeneID:496756,XB-GENE-922203
Q5M8H5,NP_001011301.1,NM_001011301.1,GeneID:496754,XB-GENE-6040330
Q5M8H8,NP_001011298.1,NM_001011298.1,GeneID:496751,XB-GENE-6449810
Q5M8H9,NP_001011297.1,NM_001011297.1,GeneID:496750,XB-GENE-974332
Q5M8I0,NP_001011296.1,NM_001011296.1,GeneID:496749,XB-GENE-5821225
Q5M8I1,NP_001011295.1,NM_001011295.1,GeneID:496748,XB-GENE-5820392
Q5M8I2,NP_001011294.1,NM_001011294.1,GeneID:496747,XB-GENE-5811032
Q5M8I3,NP_001011293.1,NM_001011293.1,GeneID:496746,XB-GENE-5758586
Q5M8I4,NP_001011292.1,NM_001011292.1,GeneID:496745,XB-GENE-953865
Q5M8I5,NP_001011291.1,NM_001011291.1,GeneID:496744,XB-GENE-945131
Q5M8I6,XP_012820064.1,XM_012964610.3,GeneID:496743,XB-GENE-945752
Q5M8I7,XP_012820059.1,XM_012964605.3,GeneID:496742,XB-GENE-983285
Q5M8I8,XP_031749919.1,XM_031894059.1,GeneID:496741,XB-GENE-964352
Q5M8J0,XP_012816572.1,XM_012961118.3,GeneID:496740,XB-GENE-5731069
Q5M8J1,NP_001011286.1,NM_001011286.1,GeneID:496739,XB-GENE-941418
Q5M8J2,XP_012816454.1,XM_012961000.3,GeneID:496738,XB-GENE-494950
Q5M8J3,NP_001011284.1,NM_001011284.1,GeneID:496737,XB-GENE-5856185
Q5M8J5,XP_031759201.1,XM_031903341.1,GeneID:496735,XB-GENE-5802997
Q5M8J6,NP_001011281.1,NM_001011281.1,GeneID:496734,XB-GENE-5770794
Q5M8J7,XP_012823755.1,XM_012968301.2,GeneID:496733,XB-GENE-957233
Q5M8J8,NP_001011279.1,NM_001011279.1,GeneID:496732,XB-GENE-1000701
Q5M8J9,NP_001011278.1,NM_001011278.1,GeneID:496731,XB-GENE-484785
Q5M8K0,NP_001011277.1,NM_001011277.1,GeneID:496730,XB-GENE-5936529
Q5M8K1,NP_001011276.1,NM_001011276.2,GeneID:496729,XB-GENE-483399
Q5M8K2,XP_012823754.1,XM_012968300.3,GeneID:496728,XB-GENE-5933441
Q5M8K4,NP_001011274.1,NM_001011274.1,GeneID:496726,XB-GENE-997791
Q5M8K5,NP_001011273.1,NM_001011273.1,GeneID:496725,XB-GENE-945166
Q5M8K6,NP_001076817.1,NM_001083348.1,GeneID:496724,XB-GENE-949136
Q5M8K7,NP_001011272.1,NM_001011272.1,GeneID:496723,XB-GENE-944534
Q5M8K8,XP_017946693.1,XM_018091204.2,GeneID:496722,XB-GENE-977482
Q5M8K9,NP_001011270.1,NM_001011270.1,GeneID:496721,XB-GENE-991713
Q5M8L0,NP_001011269.1,NM_001011269.1,GeneID:496720,XB-GENE-985119
Q5M8L1,NP_001011268.1,NM_001011268.1,GeneID:496719,XB-GENE-956157
Q5M8L3,NP_001011266.1,NM_001011266.1,GeneID:496717,XB-GENE-1002568
Q5M8L4,NP_001011265.1,NM_001011265.1,GeneID:496716,XB-GENE-5810939
Q5M8L5,XP_012825821.1,XM_012970367.3,GeneID:496715,XB-GENE-1005865
Q5M8L7,NP_001011263.1,NM_001011263.1,GeneID:496713,XB-GENE-5471072
Q5M8L8,XP_031755068.1,XM_031899208.1,GeneID:496712,XB-GENE-955585
Q5M8L9,NP_001011261.1,NM_001011261.1,GeneID:496711,XB-GENE-954641
Q5M8M0,NP_001011260.1,NM_001011260.1,GeneID:496710,XB-GENE-5787572
Q5M8S7,NP_001011259.1,NM_001011259.1,GeneID:496709,XB-GENE-948885
Q5M8T8,NP_001011251.1,NM_001011251.1,GeneID:496697,XB-GENE-6083469
Q5M8T9,NP_001011250.1,NM_001011250.1,GeneID:496696,XB-GENE-493937
Q5M8U0,XP_012814386.1,XM_012958932.3,GeneID:496695,XB-GENE-949888
Q5M8U1,XP_017949357.1,XM_018093868.2,GeneID:496694,XB-GENE-952346
Q5M8U4,XP_031751776.1,XM_031895916.1,GeneID:496692,XB-GENE-952572
Q5M8U6,NP_001011245.1,NM_001011245.1,GeneID:496690,XB-GENE-5758553
Q5M8U8,NP_001011244.1,NM_001011244.1,GeneID:496688,XB-GENE-5903717
Q5M8V0,XP_012816453.1,XM_012960999.2,GeneID:496686,XB-GENE-948236
Q5M8V2,XP_031746833.1,XM_031890973.1,GeneID:496685,XB-GENE-979158
Q5M8V3,XP_012820055.1,XM_012964601.3,GeneID:496684,XB-GENE-944905
Q5M8V6,NP_001011239.1,NM_001011239.1,GeneID:496681,XB-GENE-5853231
Q5M8V8,NP_001011238.1,NM_001011238.2,GeneID:496679,XB-GENE-479144
Q5M8V9,NP_001011237.1,NM_001011237.1,GeneID:496678,XB-GENE-876336
Q5M8W0,XP_012827163.2,XM_012971709.3,GeneID:496677,XB-GENE-974614
Q5M8W4,NP_001011234.1,NM_001011234.1,GeneID:496674,XB-GENE-942448
Q5M8W6,NP_001011233.1,NM_001011233.1,GeneID:496672,XB-GENE-6054553
Q5M8W8,NP_001011232.1,NM_001011232.1,GeneID:496670,XB-GENE-5861581
Q5M8W9,NP_001263607.1,NM_001276678.1,GeneID:496669,XB-GENE-957775
Q5M8X1,NP_001011231.1,NM_001011231.1,GeneID:496667,XB-GENE-958306
Q5M8X2,NP_001011230.1,NM_001011230.1,GeneID:496666,XB-GENE-945949
Q5M8X5,NP_001011228.1,NM_001011228.1,GeneID:496664,XB-GENE-983630
Q5M8X6,NP_001011227.1,NM_001011227.1,GeneID:496663,XB-GENE-945586
Q5M8X9,NP_001011224.1,NM_001011224.1,GeneID:496660,XB-GENE-920273
Q5M8Y0,NP_001011223.1,NM_001011223.1,GeneID:496659,XB-GENE-941626
Q5M8Y1,NP_001011222.1,NM_001011222.1,GeneID:496658,XB-GENE-5826459
Q5M8Y2,NP_001011221.1,NM_001011221.1,GeneID:496657,XB-GENE-960076
Q5M8Y5,XP_031760894.1,XM_031905034.1,GeneID:496655,XB-GENE-1005045
Q5M8Y7,NP_001011218.1,NM_001011218.1,GeneID:496653,XB-GENE-972352
Q5M8Z0,NP_001011217.1,NM_001011217.1,GeneID:496651,XB-GENE-1008382
Q5M8Z2,NP_001011216.1,NM_001011216.2,GeneID:101175705,XB-GENE-17329836
Q5M8Z3,NP_001011215.1,NM_001011215.1,GeneID:496648,XB-GENE-945556
Q5M8Z4,XP_031746266.1,XM_031890406.1,GeneID:496647,XB-GENE-5914296
Q5M8Z6,XP_031746265.1,XM_031890405.1,GeneID:496645,XB-GENE-977784
Q5M8Z8,XP_031751815.1,XM_031895955.1,GeneID:548888,XB-GENE-1219073
Q5M900,NP_001011210.1,NM_001011210.1,GeneID:496641,XB-GENE-1012156
Q5M901,NP_001039258.1,NM_001045793.1,GeneID:734124,XB-GENE-1018430
Q5M902,NP_001011209.1,NM_001011209.1,GeneID:496640,XB-GENE-6453489
Q5M904,NP_001011208.1,NM_001011208.1,GeneID:496639,XB-GENE-5820301
Q5M905,NP_001011207.1,NM_001011207.1,GeneID:496638,XB-GENE-978364
Q5M906,XP_031746263.1,XM_031890403.1,GeneID:496637,XB-GENE-5942499
Q5M909,NP_001011205.1,NM_001011205.1,GeneID:496634,XB-GENE-978410
Q5M910,NP_001011204.1,NM_001011204.1,GeneID:496633,XB-GENE-29098967
Q5M925,NP_001011421.1,NM_001011421.1,GeneID:496902,XB-GENE-5886492
Q5M959,NP_001011202.1,NM_001011202.1,GeneID:496627,XB-GENE-6065254
Q5M973,NP_001011201.1,NM_001011201.2,GeneID:496626,XB-GENE-5845092
Q5M974,XP_012814378.1,XM_012958924.3,GeneID:496625,XB-GENE-964051
Q5M976,NP_001011199.1,NM_001011199.2,GeneID:496623,XB-GENE-29098963
Q5M977,NP_001011198.1,NM_001011198.2,GeneID:496622,XB-GENE-963961
Q5NDE6,XP_031759198.1,XM_031903338.1,GeneID:496628,XB-GENE-973748
Q5PPM5,NP_001011194.1,NM_001011194.1,GeneID:496617,XB-GENE-487995
Q5PPP5,NP_001011258.1,NM_001011258.1,GeneID:496708,XB-GENE-6048420
Q5PPP6,NP_001011257.1,NM_001011257.1,GeneID:496707,XB-GENE-976787
Q5PPP7,NP_001011193.1,NM_001011193.2,GeneID:496616,XB-GENE-5789488
Q5PPQ1,NP_001011192.1,NM_001011192.2,GeneID:496614,XB-GENE-6455410
Q5PPQ2,NP_001011191.1,NM_001011191.2,GeneID:496613,XB-GENE-971223
Q5PPQ3,XP_012821965.2,XM_012966511.3,GeneID:496704,XB-GENE-5771576
Q5QSB2,NP_001011196.1,NM_001011196.1,GeneID:496620,XB-GENE-5749914
Q5QSL1,NP_001011189.1,NM_001011189.1,GeneID:496611,XB-GENE-482472
Q5RJJ5,NP_001011188.1,NM_001011188.1,GeneID:496610,XB-GENE-989904
Q5RJJ6,NP_001011187.1,NM_001011187.2,GeneID:496609,XB-GENE-5832673
Q5RJT9,XP_031748477.1,XM_031892617.1,GeneID:496608,XB-GENE-975718
Q5RJU0,NP_001011185.1,NM_001011185.2,GeneID:496607,XB-GENE-961618
Q5RJU1,NP_001011184.1,NM_001011184.2,GeneID:496606,XB-GENE-5734699
Q5RJU2,NP_001011183.1,NM_001011183.2,GeneID:496605,XB-GENE-979217
Q5RJU3,XP_012827165.1,XM_012971711.3,GeneID:496703,XB-GENE-922050
Q5RJU4,NP_001011255.1,NM_001011255.1,GeneID:496702,XB-GENE-5850900
Q5RJU5,NP_001011254.1,NM_001011254.1,GeneID:496701,XB-GENE-5753086
Q5RJU7,NP_001011253.1,NM_001011253.1,GeneID:496699,XB-GENE-953501
Q5RJU8,NP_001011182.1,NM_001011182.2,GeneID:496603,XB-GENE-6453972
Q5RJV0,NP_001011181.1,NM_001011181.2,GeneID:496601,XB-GENE-948680
Q5RJV1,NP_001011252.1,NM_001011252.1,GeneID:496698,XB-GENE-6258514
Q5U228,NP_001011179.1,NM_001011179.1,GeneID:496599,XB-GENE-970857
Q5U229,XP_031746262.1,XM_031890402.1,GeneID:496598,XB-GENE-493874
Q5U231,XP_012816351.1,XM_012960897.3,GeneID:496597,XB-GENE-6067390
Q5U263,NP_001011176.1,NM_001011176.1,GeneID:496596,XB-GENE-5900838
Q5U402,NP_001011180.1,NM_001011180.2,GeneID:496600,XB-GENE-1001882
Q5U4P8,NP_001011173.1,NM_001011173.1,GeneID:496591,XB-GENE-958823
Q5U4Q0,NP_001011171.1,NM_001011171.1,GeneID:496589,XB-GENE-6258902
Q5U4Q1,NP_001011170.1,NM_001011170.1,GeneID:496588,XB-GENE-1014297
Q5U4Q2,NP_001011169.1,NM_001011169.1,GeneID:496587,XB-GENE-5777114
Q5U4Q3,NP_001011168.1,NM_001011168.1,GeneID:496586,XB-GENE-482930
Q5U4Q5,XP_012818394.1,XM_012962940.3,GeneID:496585,XB-GENE-958459
Q5U4Q6,NP_001011166.1,NM_001011166.2,GeneID:496584,XB-GENE-1003088
Q5U4Q9,XP_017949356.1,XM_018093867.2,GeneID:496582,XB-GENE-485701
Q5U4R0,NP_001011163.1,NM_001011163.1,GeneID:496581,XB-GENE-1007626
Q5U4X5,XP_012809877.1,XM_012954423.3,GeneID:496580,XB-GENE-997352
Q5U4X6,NP_001011161.1,NM_001011161.1,GeneID:496579,XB-GENE-960772
Q5U4X7,NP_001011160.1,NM_001011160.1,GeneID:496578,XB-GENE-981846
Q5U4X8,NP_001011159.1,NM_001011159.1,GeneID:496577,XB-GENE-955052
Q5U4Y0,NP_001011157.1,NM_001011157.1,GeneID:496575,XB-GENE-22063697
Q5U4Y2,NP_001011156.1,NM_001011156.2,GeneID:496574,XB-GENE-1002956
Q5U4Y3,NP_001011155.1,NM_001011155.2,GeneID:496573,XB-GENE-5750240
Q5U4Y4,NP_001011154.1,NM_001011154.1,GeneID:496572,XB-GENE-1001856
Q5U4Y8,NP_001011152.1,NM_001011152.2,GeneID:496570,XB-GENE-1015661
Q5U4Z0,NP_001007105.1,NM_001007104.1,GeneID:492275,XB-GENE-943096
Q5U4Z1,NP_001011150.1,NM_001011150.2,GeneID:496568,XB-GENE-486209
Q5U4Z2,NP_001011149.1,NM_001011149.1,GeneID:496567,XB-GENE-986667
Q5U5E5,NP_001011148.1,NM_001011148.1,GeneID:496566,XB-GENE-6455436
Q5UE89,NP_001123245.1,NM_001129773.1,GeneID:496565,XB-GENE-994474
Q5VJS3,NP_001011174.1,NM_001011174.1,GeneID:496594,XB-GENE-959581
Q5XGA7,NP_001011147.1,NM_001011147.1,GeneID:496564,XB-GENE-944838
Q5XGA8,NP_001011146.1,NM_001011146.1,GeneID:496563,XB-GENE-5786511
Q5XGA9,NP_001011131.1,NM_001011131.1,GeneID:496547,XB-GENE-996002
Q5XGB0,NP_001011130.1,NM_001011130.1,GeneID:496546,XB-GENE-5821742
Q5XGB2,NP_001011129.1,NM_001011129.1,GeneID:496544,XB-GENE-999908
Q5XGB4,NP_001011128.1,NM_001011128.1,GeneID:496542,XB-GENE-6258618
Q5XGB5,NP_001011127.1,NM_001011127.2,GeneID:496541,XB-GENE-5895392
Q5XGB6,NP_001011126.1,NM_001011126.1,GeneID:496540,XB-GENE-952887
Q5XGB7,NP_001011125.1,NM_001011125.2,GeneID:496539,XB-GENE-962188
Q5XGB9,NP_001011124.1,NM_001011124.2,GeneID:496537,XB-GENE-1006711
Q5XGC0,NP_001011123.1,NM_001011123.2,GeneID:496536,XB-GENE-973058
Q5XGC1,NP_001011122.1,NM_001011122.1,GeneID:496535,XB-GENE-5919686
Q5XGC2,NP_001011121.1,NM_001011121.2,GeneID:496534,XB-GENE-5730172
Q5XGC3,XP_012818390.1,XM_012962936.1,GeneID:496533,XB-GENE-1010457
Q5XGC4,NP_001011119.1,NM_001011119.1,GeneID:496532,XB-GENE-1000352
Q5XGC5,NP_001011145.1,NM_001011145.1,GeneID:496562,XB-GENE-1003808
Q5XGC7,NP_001011117.1,NM_001011117.2,GeneID:496530,XB-GENE-5936220
Q5XGC8,NP_001011116.1,NM_001011116.1,GeneID:496529,XB-GENE-1006026
Q5XGC9,NP_001011115.1,NM_001011115.1,GeneID:496528,XB-GENE-941165
Q5XGD0,NP_001011114.1,NM_001011114.2,GeneID:496527,XB-GENE-942343
Q5XGD1,NP_001011113.1,NM_001011113.2,GeneID:496526,XB-GENE-952486
Q5XGD2,NP_001011112.1,NM_001011112.2,GeneID:496525,XB-GENE-1016200
Q5XGD3,NP_001011111.1,NM_001011111.2,GeneID:496524,XB-GENE-1005816
Q5XGD4,XP_012816434.1,XM_012960980.1,GeneID:496523,XB-GENE-478629
Q5XGD5,NP_001011109.1,NM_001011109.2,GeneID:496522,XB-GENE-974737
Q5XGD6,XP_012812302.1,XM_012956848.3,GeneID:496561,XB-GENE-6453835
Q5XGD7,XP_017950852.1,XM_018095363.2,GeneID:496521,XB-GENE-5730663
Q5XGD8,NP_001011107.1,NM_001011107.1,GeneID:496520,XB-GENE-956713
Q5XGD9,XP_012816189.1,XM_012960735.3,GeneID:496519,XB-GENE-945264
Q5XGE0,NP_001011105.1,NM_001011105.1,GeneID:496518,XB-GENE-6457975
Q5XGE1,NP_001011104.1,NM_001011104.1,GeneID:496517,XB-GENE-999865
Q5XGE2,NP_001011103.1,NM_001011103.1,GeneID:496516,XB-GENE-491403
Q5XGE4,NP_001011143.1,NM_001011143.1,GeneID:496560,XB-GENE-987732
Q5XGE5,NP_001011142.1,NM_001011142.1,GeneID:496559,XB-GENE-951691
Q5XGE6,NP_001011101.2,NM_001011101.1,GeneID:496514,XB-GENE-956699
Q5XGE7,NP_001011100.1,NM_001011100.1,GeneID:496513,XB-GENE-478074
Q5XGE8,NP_001011099.1,NM_001011099.1,GeneID:496512,XB-GENE-996440
Q5XGE9,NP_001011098.1,NM_001011098.1,GeneID:496511,XB-GENE-5847665
Q5XGF1,XP_012816431.1,XM_012960977.3,GeneID:496510,XB-GENE-945688
Q5XGF2,NP_001011096.1,NM_001011096.1,GeneID:496509,XB-GENE-492982
Q5XGF3,NP_001011095.1,NM_001011095.1,GeneID:496508,XB-GENE-966256
Q5XGF5,NP_001011093.1,NM_001011093.1,GeneID:496506,XB-GENE-488671
Q5XGF7,NP_001011091.1,NM_001011091.1,GeneID:496504,XB-GENE-944961
Q5XGF8,NP_001011090.1,NM_001011090.1,GeneID:496503,XB-GENE-942501
Q5XGF9,NP_001011089.1,NM_001011089.1,GeneID:496502,XB-GENE-854825
Q5XGG2,NP_001011086.1,NM_001011086.1,GeneID:496499,XB-GENE-996199
Q5XGG3,NP_001011085.1,NM_001011085.1,GeneID:496498,XB-GENE-5749918
Q5XGG4,NP_001011084.1,NM_001011084.1,GeneID:496497,XB-GENE-922483
Q5XGG5,NP_001011083.1,NM_001011083.1,GeneID:496496,XB-GENE-963729
Q5XGG7,NP_001011082.1,NM_001011082.1,GeneID:496494,XB-GENE-5913944
Q5XGG8,XP_012816146.1,XM_012960692.3,GeneID:496493,XB-GENE-1002369
Q5XGH0,NP_001011140.1,NM_001011140.1,GeneID:496557,XB-GENE-5818206
Q5XGH1,NP_001011139.1,NM_001011139.1,GeneID:496556,XB-GENE-491256
Q5XGH3,NP_001011079.1,NM_001011079.1,GeneID:496490,XB-GENE-5895888
Q5XGH5,NP_001011078.1,NM_001011078.2,GeneID:496489,XB-GENE-954481
Q5XGH7,NP_001011077.1,NM_001011077.1,GeneID:496488,XB-GENE-958883
Q5XGH8,XP_031753742.1,XM_031897882.1,GeneID:496487,XB-GENE-959257
Q5XGH9,NP_001011075.1,NM_001011075.1,GeneID:496486,XB-GENE-971147
Q5XGI0,XP_012812296.1,XM_012956842.3,GeneID:496485,XB-GENE-983985
Q5XGI1,XP_012812119.1,XM_012956665.3,GeneID:394840,XB-GENE-995074
Q5XGI2,NP_001011073.1,NM_001011073.1,GeneID:496484,XB-GENE-1007278
Q5XGI3,NP_001011072.1,NM_001011072.1,GeneID:496483,XB-GENE-968565
Q5XGI4,XP_012821961.1,XM_012966507.3,GeneID:496554,XB-GENE-1009691
Q5XGI5,XP_012808940.1,XM_012953486.3,GeneID:496482,XB-GENE-969395
Q5XGI6,XP_012816440.1,XM_012960986.3,GeneID:496553,XB-GENE-481480
Q5XGI7,NP_001011070.1,NM_001011070.1,GeneID:496481,XB-GENE-967240
Q5XGI9,NP_001011069.1,NM_001011069.1,GeneID:496479,XB-GENE-963158
Q5XGJ0,NP_001004771.1,NM_001004771.2,GeneID:447952,XB-GENE-6454649
Q5XGJ2,NP_001011067.1,NM_001011067.1,GeneID:496477,XB-GENE-5819824
Q5XGJ3,NP_001011066.1,NM_001011066.1,GeneID:496476,XB-GENE-5941221
Q5XGJ4,NP_001011065.1,NM_001011065.1,GeneID:496475,XB-GENE-992427
Q5XGJ5,NP_001011064.1,NM_001011064.1,GeneID:496474,XB-GENE-1194420
Q5XH81,XP_031757528.1,XM_031901668.1,GeneID:496472,XB-GENE-981596
Q5XH83,NP_001011061.1,NM_001011061.1,GeneID:496471,XB-GENE-975729
Q5XH84,NP_001011060.1,NM_001011060.1,GeneID:496470,XB-GENE-6454036
Q5XH85,NP_001011059.1,NM_001011059.1,GeneID:496469,XB-GENE-959666
Q5XH86,NP_001011058.1,NM_001011058.1,GeneID:496468,XB-GENE-974391
Q5XH87,NP_001011057.1,NM_001011057.1,GeneID:496467,XB-GENE-946101
Q5XH88,XP_031755911.1,XM_031900051.1,GeneID:496551,XB-GENE-481165
Q5XH89,NP_001011134.1,NM_001011134.1,GeneID:496550,XB-GENE-22065763
Q5XH90,NP_001011056.1,NM_001011056.1,GeneID:496466,XB-GENE-6258676
Q5XH91,NP_001011133.1,NM_001011133.2,GeneID:496549,XB-GENE-969096
Q5XH92,NP_001011055.1,NM_001011055.1,GeneID:496465,XB-GENE-5953379
Q5XH93,NP_001011054.1,NM_001011054.1,GeneID:496464,XB-GENE-489515
Q5XH94,NP_001011053.1,NM_001011053.1,GeneID:496463,XB-GENE-994532
Q5XH95,NP_001011052.1,NM_001011052.1,GeneID:496462,XB-GENE-5933194
Q5XH96,NP_001011051.1,NM_001011051.1,GeneID:496461,XB-GENE-5856213
Q5XH98,NP_001011049.1,NM_001011049.1,GeneID:496459,XB-GENE-489525
Q5XH99,NP_001011048.1,NM_001011048.1,GeneID:496458,XB-GENE-491174
