# GENE_SYMBOL	NCBI_GENE_ID	XB_GENE_ID	GENE_NAME
42sp43	GeneID:548848	XB-GENE-5898342	P43 5S RNA-binding protein
scn5a	GeneID:100485924	XB-GENE-6037407	sodium channel, voltage gated, type V alpha subunit
scn8a	GeneID:549640	XB-GENE-1011299	sodium channel, voltage gated, type VIII alpha subunit
scnm1	GeneID:100485389	XB-GENE-921392	sodium channel modifier 1
scnn1a	GeneID:395013	XB-GENE-996083	sodium channel, non voltage gated 1 alpha subunit
scnn1b	GeneID:779891	XB-GENE-949109	sodium channel, non voltage gated 1 beta subunit
scnn1d	GeneID:100496702	XB-GENE-991876	sodium channel, non voltage gated 1 delta subunit
scnn1g	GeneID:100487822	XB-GENE-980897	sodium channel, non voltage gated 1 gamma subunit
scnn1gl	GeneID:101734161	XB-GENE-22061126	amiloride-sensitive sodium channel subunit gamma-like (LOC101734161)
sco1	GeneID:100494754	XB-GENE-6084257	synthesis of cytochrome C oxidase 1
sco2	GeneID:100497895	XB-GENE-940694	synthesis of cytochrome C oxidase 2
scoc	GeneID:100494794	XB-GENE-949187	short coiled-coil protein
scp2	GeneID:548512	XB-GENE-975762	sterol carrier protein 2
scpep1	GeneID:100145096	XB-GENE-5823604	serine carboxypeptidase 1
scppa2	GeneID:100271753	XB-GENE-29071330	secretory calcium-binding phosphoprotein acidic 2
scrg1	GeneID:108645703	XB-GENE-983171	stimulator of chondrogenesis 1
scrib	GeneID:100494581	XB-GENE-1018501	scribbled planar cell polarity protein
scrn1	GeneID:100496004	XB-GENE-5848777	secernin 1
scrn2	GeneID:779903	XB-GENE-1005950	secernin 2
scrn3	GeneID:100495311	XB-GENE-977151	secernin 3
scrt1	GeneID:100486069	XB-GENE-5995512	scratch family zinc finger 1
sct	GeneID:100493955	NA	secretin
sctr	GeneID:101735213	XB-GENE-959831	secretin receptor
scube1	GeneID:100494412	XB-GENE-1009947	signal peptide, CUB domain, EGF-like 1
scube2	GeneID:779957	XB-GENE-5945055	signal peptide, CUB domain, EGF-like 2
scx	GeneID:100490170	XB-GENE-939816	scleraxis bHLH transcription factor
scyl1	GeneID:548903	XB-GENE-5843537	SCY1-like, kinase-like 1
scyl2	GeneID:100486630	XB-GENE-988941	SCY1 like pseudokinase 2
scyl3	GeneID:100038067	XB-GENE-480249	SCY1 like pseudokinase 3
sdad1	GeneID:100124509	XB-GENE-1008732	SDA1 domain containing 1
sdc1	GeneID:100038138	XB-GENE-494960	syndecan 1
sdc2	GeneID:549917	XB-GENE-6455361	syndecan 2
sdc3	GeneID:100134998	XB-GENE-490747	syndecan 3
sdc4	GeneID:100144973	XB-GENE-5727116	syndecan 4
sdcbp	GeneID:448508	XB-GENE-953662	syndecan binding protein
sdcbp2	GeneID:101733177	NA	syndecan binding protein 2
sdccag8	GeneID:100145006	XB-GENE-953338	serologically defined colon cancer antigen 8
sde2	GeneID:100145674	XB-GENE-5807809	SDE2 telomere maintenance homolog (S. pombe)
sdf2	GeneID:549237	XB-GENE-489307	stromal cell derived factor 2
sdf2l1	GeneID:493395	XB-GENE-970744	stromal cell-derived factor 2-like 1
sdf4	GeneID:594970	XB-GENE-956501	stromal cell derived factor 4
sdha	GeneID:548743	XB-GENE-956942	succinate dehydrogenase complex subunit A, flavoprotein (Fp)
sdhaf1	GeneID:101732873	NA	succinate dehydrogenase complex assembly factor 1
sdhaf2	GeneID:100497541	XB-GENE-990420	succinate dehydrogenase complex assembly factor 2
sdhaf3	GeneID:100488569	XB-GENE-991984	succinate dehydrogenase complex assembly factor 3
sdhaf4	GeneID:493541	XB-GENE-1007482	succinate dehydrogenase complex assembly factor 4
sdhb	GeneID:100144957	XB-GENE-970193	succinate dehydrogenase complex subunit B, iron sulfur (Ip)
sdhc	GeneID:496650	XB-GENE-974948	succinate dehydrogenase complex subunit C
sdhd	GeneID:394986	XB-GENE-5855162	succinate dehydrogenase complex subunit D, integral membrane protein
sdk2	GeneID:100485585	XB-GENE-990316	sidekick cell adhesion molecule 2
sdr16c5	GeneID:448386	XB-GENE-942748	short chain dehydrogenase/reductase family 16C member 5
sdr39u1	GeneID:549015	XB-GENE-1015181	short chain dehydrogenase/reductase family 39U, member 1
sdr42e1	GeneID:100496843	XB-GENE-985965	short chain dehydrogenase/reductase family 42E, member 1
sdr42e2	GeneID:101731274	XB-GENE-22069111	short chain dehydrogenase/reductase family 42E, member 2
sds	GeneID:100101671	XB-GENE-921978	serine dehydratase
sdsl	GeneID:496756	XB-GENE-922203	serine dehydratase like
sebox	GeneID:100497846	XB-GENE-853158	sebox homeobox
sec11a	GeneID:394740	XB-GENE-943208	SEC11 homolog A, signal peptidase complex subunit
sec11c	GeneID:448712	XB-GENE-489257	SEC11 homolog C, signal peptidase complex subunit
sec13	GeneID:394564	XB-GENE-944452	SEC13 homolog, nuclear pore and COPII coat complex component
sec14l1	GeneID:100124776	XB-GENE-5823346	SEC14-like lipid binding 1
sec14l3	GeneID:100145318	XB-GENE-951877	SEC14-like lipid binding 3
sec14l5	GeneID:493292	XB-GENE-953433	SEC14-like lipid binding 5
sec16a	GeneID:100216253	XB-GENE-986385	SEC16 homolog A, endoplasmic reticulum export factor
sec16b	GeneID:100488357	XB-GENE-6468128	SEC16 homolog B, endoplasmic reticulum export factor
sec22a	GeneID:448542	XB-GENE-6066971	SEC22 homolog A, vesicle trafficking protein
sec22b	GeneID:394761	XB-GENE-999421	SEC22 homolog B, vesicle trafficking protein
sec22c	GeneID:100488477	XB-GENE-992962	SEC22 homolog C, vesicle trafficking protein
sec23a	GeneID:780116	XB-GENE-999781	Sec23 homolog A, COPII coat complex component
sec23b	GeneID:549604	XB-GENE-974663	Sec23 homolog B, COPII coat complex component
sec23ip	GeneID:100158641	XB-GENE-969266	SEC23 interacting protein
sec24a	GeneID:100488463	XB-GENE-987688	SEC24 homolog A, COPII coat complex component
sec24b	GeneID:100493346	XB-GENE-1007271	SEC24 homolog B, COPII coat complex component
sec24c	GeneID:733829	XB-GENE-1003364	SEC24 homolog C, COPII coat complex component
sec24d	GeneID:100494048	XB-GENE-977055	SEC24 homolog D, COPII coat complex component
sec31a	GeneID:496576	XB-GENE-5955093	SEC31 homolog A, COPII coat complex component
sec31b	GeneID:100497536	XB-GENE-5956591	SEC31 homolog B, COPII coat complex component
sec61a1	GeneID:448033	XB-GENE-971480	Sec61 translocon alpha 1 subunit
sec61b	GeneID:100038128	XB-GENE-493431	SEC61 translocon beta subunit
sec61g	GeneID:100492802	XB-GENE-484989	SEC61  translocon gamma subunit
sec62	GeneID:100158640	XB-GENE-941020	SEC62 homolog, preprotein translocation factor
sec63	GeneID:100125094	XB-GENE-989521	SEC63 homolog, protein translocation regulator
secisbp2	GeneID:100036714	XB-GENE-1004872	SECIS binding protein 2
secisbp2l	GeneID:733798	XB-GENE-988601	SECIS binding protein 2-like
seh1l	GeneID:496570	XB-GENE-1015661	SEH1 like nucleoporin
sel1l	GeneID:100380038	XB-GENE-973992	SEL1L adaptor subunit of ERAD E3 ubiquitin ligase
sel1l3	GeneID:100492622	XB-GENE-5891026	sel-1 suppressor of lin-12-like 3
selenbp1	GeneID:549504	XB-GENE-959074	selenium binding protein 1
selenof	GeneID:100329137	XB-GENE-942787	selenoprotein F
selenoi	GeneID:448097	XB-GENE-991194	selenoprotein I
selenok	GeneID:779591	XB-GENE-5939196	selenoprotein K
selenom	GeneID:100037864	XB-GENE-5769563	selenoprotein M
selenon	GeneID:394859	XB-GENE-6456840	selenoprotein N
selenoo	GeneID:100216080	XB-GENE-981299	selenoprotein O
selenop1	GeneID:100379942	XB-GENE-5866766	selenoprotein P1
selenop2l	GeneID:448755	XB-GENE-5872749	selenoprotein P2-like
selenos	GeneID:496967	XB-GENE-1007235	selenoprotein S
selenot	GeneID:394463	XB-GENE-5780991	selenoprotein T
selenow1	GeneID:100485593	XB-GENE-993075	selenoprotein W1
selenow2	GeneID:101731107	XB-GENE-22041595	selenoprotein W 2
sell	GeneID:100498512	XB-GENE-983824	selectin L
selp	GeneID:100485005	XB-GENE-482807	selectin P
selplg	GeneID:100492154	NA	selectin P ligand
sem1	GeneID:733792	XB-GENE-1016350	SEM1 26S proteasome subunit
sema3a	GeneID:100494110	XB-GENE-966369	semaphorin 3A
sema3b	GeneID:100151737	XB-GENE-921561	semaphorin 3B
sema3c	GeneID:613059	XB-GENE-1014800	semaphorin 3C
sema3d	GeneID:100492784	XB-GENE-490694	semaphorin 3D
sema3e	GeneID:100494277	XB-GENE-922952	semaphorin 3E
sema3f	GeneID:496575	XB-GENE-22063697	semaphorin 3F
sema3fl	GeneID:448771	XB-GENE-940271	semaphorin 3F like
sema4a	GeneID:100135101	XB-GENE-5914424	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A
sema4b	GeneID:100489037	XB-GENE-922109	semaphorin 4B
sema4c	GeneID:100486259	XB-GENE-856519	semaphorin 4C
sema4d	GeneID:100038178	XB-GENE-492763	semaphorin 4D
sema4g	GeneID:100038182	XB-GENE-856594	semaphorin 4G
sema5b	GeneID:100493363	XB-GENE-959729	semaphorin 5B
sema6a	GeneID:100493034	XB-GENE-980417	semaphorin 6A
sema6b	GeneID:100487068	XB-GENE-6050017	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B
sema6c	GeneID:100486277	XB-GENE-989787	semaphorin 6C
sema6d	GeneID:100145190	XB-GENE-967070	semaphorin 6D
sema7a	GeneID:100496273	NA	semaphorin 7A (John Milton Hagen blood group)
senp1	GeneID:100485161	XB-GENE-1014921	SUMO specific peptidase 1
senp3	GeneID:101733270	NA	NameIsNotAvailable
senp5	GeneID:100144689	XB-GENE-486043	SUMO specific peptidase 5
senp6	GeneID:100135175	XB-GENE-962887	SUMO specific peptidase 6
senp7	GeneID:100495461	XB-GENE-1000860	SUMO specific peptidase 7
senp8	GeneID:100145737	XB-GENE-959844	SUMO peptidase family member, NEDD8 specific
sephs1	GeneID:448749	XB-GENE-986440	selenophosphate synthetase 1
sephs3	GeneID:100488060	XB-GENE-5861249	selenophosphate synthetase 3
sepsecs	GeneID:448354	XB-GENE-962222	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase
sept2-a	GeneID:549793	NA	septin-2A
septin10	GeneID:496524	XB-GENE-1005816	septin 10
septin11	GeneID:447955	XB-GENE-956044	septin 11
septin12	GeneID:594940	XB-GENE-5894593	septin 12
septin2	GeneID:100036706	XB-GENE-480201	septin 2
septin3	GeneID:100488721	XB-GENE-1002286	septin 3
septin4	GeneID:100485625	XB-GENE-983580	septin 4
septin5	GeneID:100125069	XB-GENE-5829803	septin 5
septin6	GeneID:100125034	XB-GENE-958429	septin 6
septin7	GeneID:100216295	XB-GENE-957464	septin 7
septin8	GeneID:100126684	XB-GENE-1032907	septin 8
septin9	GeneID:733881	XB-GENE-1012202	septin 9
septinl	GeneID:100491922	XB-GENE-22169601	septin like (provisional)
serac1	GeneID:101730273	XB-GENE-6041738	serine active site containing 1
serbp1	GeneID:407908	XB-GENE-494265	SERPINE1 mRNA binding protein 1
serf1b	GeneID:101734220	XB-GENE-22064211	small EDRK-rich factor 1 b
serf2	GeneID:100500733	XB-GENE-5734321	small EDRK-rich factor 2
sergef	GeneID:779680	XB-GENE-6455308	secretion regulating guanine nucleotide exchange factor
serhl2	GeneID:100124846	XB-GENE-943365	serine hydrolase like 2
serinc1	GeneID:496872	XB-GENE-954990	serine incorporator 1, gene 1
serinc2	GeneID:549316	XB-GENE-968901	serine incorporator 2
serinc3	GeneID:549085	XB-GENE-950521	serine incorporator 3
serinc4	GeneID:100492591	XB-GENE-6065301	serine incorporator 4
serinc5	GeneID:100492508	XB-GENE-1008360	serine incorporator 5
serp1	GeneID:394685	XB-GENE-1004958	stress-associated endoplasmic reticulum protein 1
serp2	GeneID:779835	XB-GENE-954859	stress-associated endoplasmic reticulum protein family member 2
serpina1	GeneID:100145012	XB-GENE-5804366	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1
serpina10	GeneID:100487295	XB-GENE-983018	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10
serpina3	GeneID:496728	XB-GENE-5933441	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3
serpina3k	GeneID:496632	XB-GENE-6453500	serine (or cysteine) proteinase inhibitor, clade A, member 3K
serpina3m	GeneID:595085	XB-GENE-6453454	serine (or cysteine) peptidase inhibitor, clade A, member 3M
serpinb1	GeneID:496899	XB-GENE-1217264	serpin family B member 1
serpinb10	GeneID:100497689	XB-GENE-5769609	serpin peptidase inhibitor, clade B (ovalbumin), member 10
serpinb11	GeneID:100490487	XB-GENE-6039640	serpin peptidase inhibitor, clade B (ovalbumin), member 11
serpinb4	GeneID:100490314	XB-GENE-5787878	serpin peptidase inhibitor, clade B (ovalbumin), member 4
serpinb5	GeneID:496735	XB-GENE-5802997	serpin peptidase inhibitor, clade B (ovalbumin), member 5
serpinb6	GeneID:493311	XB-GENE-1001870	serpin family B member 6
serpinc1	GeneID:493515	XB-GENE-975782	serpin peptidase inhibitor, clade C (antithrombin), member 1
serpind1	GeneID:548433	XB-GENE-6085731	serpin peptidase inhibitor, clade D (heparin cofactor), member 1
serpine1	GeneID:100127732	XB-GENE-969639	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1
serpine2	GeneID:394528	XB-GENE-947567	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2
serpine3	GeneID:100497951	XB-GENE-6044687	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 3
serpinf1	GeneID:394686	XB-GENE-945026	serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1
serpinf2	GeneID:100170598	XB-GENE-877015	serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 2
serpinh1	GeneID:100490491	XB-GENE-1005105	serpin peptidase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1)
serpini1	GeneID:100144746	XB-GENE-948443	serpin family I member 1
serpini2	GeneID:548471	XB-GENE-980167	serpin peptidase inhibitor, clade I (pancpin), member 2
sertad1	GeneID:100486906	XB-GENE-5756075	SERTA domain containing 1
sertad2	GeneID:100491459	XB-GENE-5772329	SERTA domain containing 2
sertad3	GeneID:100158515	XB-GENE-992144	SERTA domain containing 3
sertad4	GeneID:100494600	XB-GENE-943347	SERTA domain containing 4
sertm1	GeneID:105946587	XB-GENE-12565261	serine-rich and transmembrane domain-containing 1
sertm2	GeneID:116406696	NA	serine rich and transmembrane domain containing 2
sesn1	GeneID:100170187	XB-GENE-491636	sestrin 1
sesn2	GeneID:733499	XB-GENE-492496	sestrin 2
sesn3	GeneID:100038137	XB-GENE-494676	sestrin 3
sestd1	GeneID:496826	XB-GENE-977656	SEC14 and spectrin domain containing 1
set	GeneID:394638	XB-GENE-986872	SET nuclear proto-oncogene
setd1a	GeneID:100487270	XB-GENE-6046043	SET domain containing 1A
setd1b	GeneID:780106	XB-GENE-5842344	SET domain containing 1B
setd2	GeneID:100492810	XB-GENE-995488	SET domain containing 2
setd3	GeneID:549331	XB-GENE-1016707	SET domain containing 3
setd4	GeneID:549859	XB-GENE-5772357	SET domain containing 4
setd5	GeneID:100145036	XB-GENE-5843081	SET domain containing 5
setd6	GeneID:100125156	XB-GENE-998235	SET domain containing 6
setd7	GeneID:613102	XB-GENE-949196	SET domain containing (lysine methyltransferase) 7
setd9	GeneID:100379905	XB-GENE-962092	SET domain containing 9
setdb1	GeneID:100490309	XB-GENE-853380	SET domain bifurcated 1
setdb2	GeneID:100124743	XB-GENE-1219030	SET domain bifurcated 2
setmar	GeneID:100135741	XB-GENE-490240	SET domain and mariner transposase fusion gene
setx	GeneID:100145435	XB-GENE-966858	senataxin
sez6	GeneID:100492556	XB-GENE-1013132	seizure related 6 homolog
sez6l	GeneID:100496825	XB-GENE-6258883	seizure related 6 homolog-like
sez6l2	GeneID:100151710	XB-GENE-921456	seizure related 6 homolog like 2
sf1	GeneID:496804	XB-GENE-994148	splicing factor 1
sf3a1	GeneID:734097	XB-GENE-6086860	splicing factor 3a subunit 1
sf3a2	GeneID:448002	XB-GENE-492856	splicing factor 3a subunit 2
sf3a3	GeneID:549872	XB-GENE-947674	splicing factor 3a subunit 3
sf3b1	GeneID:100127558	XB-GENE-959867	splicing factor 3b subunit 1
sf3b2	GeneID:100170589	XB-GENE-5875780	splicing factor 3b subunit 2
sf3b3	GeneID:100101755	XB-GENE-921994	splicing factor 3b subunit 3
sf3b4	GeneID:394721	XB-GENE-492933	splicing factor 3b subunit 4
sf3b5	GeneID:549195	XB-GENE-5845857	splicing factor 3b subunit 5
sf3b6	GeneID:550003	XB-GENE-972887	splicing factor 3b subunit 6
sfi1	GeneID:100380177	XB-GENE-5749440	SFI1 centrin binding protein
sfmbt1	GeneID:100145310	XB-GENE-984810	Scm like with four mbt domains 1
sfmbt2	GeneID:100492640	XB-GENE-1217645	Scm like with four mbt domains 2
sfpq	GeneID:100158518	XB-GENE-5968416	splicing factor proline and glutamine rich
sfr1	GeneID:100380037	XB-GENE-973224	SWI5-dependent homologous recombination repair protein 1
sfrp1	GeneID:100038100	XB-GENE-488230	secreted frizzled-related protein 1
sfrp2	GeneID:394659	XB-GENE-485147	secreted frizzled-related protein 2
sfrp4	GeneID:100492736	XB-GENE-478428	secreted frizzled related protein 4
sfrp5	GeneID:448129	XB-GENE-482920	secreted frizzled-related protein 5
sfrpx	GeneID:100037908	XB-GENE-495296	secreted frizzled-related protein
sfswap	GeneID:100127199	XB-GENE-489668	splicing factor SWAP
sft2d1	GeneID:448736	XB-GENE-946278	SFT2 domain containing 1
sft2d2	GeneID:549159	XB-GENE-5821052	SFT2 domain containing 2
sft2d3	GeneID:733775	XB-GENE-5939530	SFT2 domain containing 3
sftpa	GeneID:100498099	XB-GENE-6065158	surfactant, pulmonary-associated protein A
sftpa1	GeneID:100498256	XB-GENE-6468379	surfactant protein A1
sftpa2	GeneID:108648121	XB-GENE-22069117	surfactant protein A2
sftpb	GeneID:100495957	XB-GENE-490808	surfactant, pulmonary-associated protein B
sftpc	GeneID:100038236	XB-GENE-852771	surfactant, pulmonary-associated protein C
sfxn1	GeneID:548998	XB-GENE-970145	sideroflexin 1
sfxn2	GeneID:496514	XB-GENE-956699	sideroflexin 2
sfxn3	GeneID:100216274	XB-GENE-5846621	sideroflexin 3
sfxn4	GeneID:100487071	XB-GENE-6459672	sideroflexin 4
sfxn5	GeneID:448290	XB-GENE-988100	sideroflexin 5
sgca	GeneID:100488410	XB-GENE-6258370	sarcoglycan alpha
sgcb	GeneID:100216021	XB-GENE-943307	sarcoglycan beta
sgcd	GeneID:100495350	XB-GENE-949518	sarcoglycan delta
sgce	GeneID:100496492	XB-GENE-494836	sarcoglycan epsilon
sgcg	GeneID:780370	XB-GENE-956423	sarcoglycan gamma
sgcz	GeneID:100486888	XB-GENE-985523	sarcoglycan zeta
sgf29	GeneID:100144975	XB-GENE-5810014	SAGA complex associated factor 29
sgip1	GeneID:100485362	XB-GENE-6076882	SH3GL interacting endocytic adaptor 1
sgk1	GeneID:594981	XB-GENE-1003518	serum/glucocorticoid regulated kinase 1
sgk2	GeneID:100036607	XB-GENE-982512	serum/glucocorticoid regulated kinase 2
sgk3	GeneID:100491891	XB-GENE-492582	serum/glucocorticoid regulated kinase family member 3
sgms1	GeneID:493559	XB-GENE-986773	sphingomyelin synthase 1
sgms2	GeneID:496853	XB-GENE-1016839	sphingomyelin synthase 2
sgo1	GeneID:100135357	XB-GENE-940795	shugoshin 1
sgo2	GeneID:100488441	NA	shugoshin 2
sgpl1	GeneID:100379782	XB-GENE-997685	sphingosine-1-phosphate lyase 1
sgpp1	GeneID:549040	XB-GENE-957521	sphingosine-1-phosphate phosphatase 1
sgpp2	GeneID:100489794	XB-GENE-967104	sphingosine-1-phosphate phosphatase 2
sgsh	GeneID:100145064	XB-GENE-1005174	N-sulfoglucosamine sulfohydrolase
sgsm1	GeneID:100127590	XB-GENE-6043600	small G protein signaling modulator 1
sgsm2	GeneID:100494226	XB-GENE-6050632	small G protein signaling modulator 2
sgsm3	GeneID:100170594	XB-GENE-965522	small G protein signaling modulator 3
sgta	GeneID:394994	XB-GENE-962231	small glutamine rich tetratricopeptide repeat co-chaperone alpha
sgtb	GeneID:100487775	XB-GENE-1011551	small glutamine rich tetratricopeptide repeat co-chaperone beta
sh2b1	GeneID:101730577	XB-GENE-13579827	SH2B adaptor protein 1
sh2b2	GeneID:100488327	XB-GENE-494880	SH2B adaptor protein 2
sh2b3	GeneID:100101733	XB-GENE-492836	SH2B adaptor protein 3
sh2d1a	GeneID:100487232	XB-GENE-6076868	SH2 domain containing 1A
sh2d1b	GeneID:100486929	XB-GENE-6042012	SH2 domain containing 1B
sh2d2a	GeneID:101731988	XB-GENE-6469023	SH2 domain containing 2A
sh2d3c	GeneID:100488781	XB-GENE-6258390	SH2 domain containing 3C
sh2d4a	GeneID:780161	XB-GENE-492416	SH2 domain containing 4A
sh2d4b	GeneID:100496838	XB-GENE-492388	SH2 domain containing 4B
sh2d5	GeneID:116412088	NA	SH2 domain containing 5
sh2d6	GeneID:101734837	XB-GENE-981969	SH2 domain containing 6
sh3bgr	GeneID:394472	XB-GENE-946020	SH3 domain binding glutamate-rich protein
sh3bgrl	GeneID:101733396	XB-GENE-994511	SH3 domain binding glutamate-rich protein like
sh3bgrl2	GeneID:548909	XB-GENE-1015677	SH3 domain binding glutamate-rich protein like 2
sh3bgrl3	GeneID:100125146	XB-GENE-965976	SH3 domain binding glutamate-rich protein like 3
sh3bp1	GeneID:101733422	XB-GENE-984798	SH3-domain binding protein 1
sh3bp2	GeneID:100495660	XB-GENE-995052	SH3-domain binding protein 2
sh3bp4	GeneID:496599	XB-GENE-970857	SH3-domain binding protein 4
sh3bp5	GeneID:394821	XB-GENE-959548	SH3-domain binding protein 5
sh3bp5l	GeneID:100101740	XB-GENE-920564	SH3-binding domain protein 5 like
sh3d19	GeneID:100486995	XB-GENE-976723	SH3 domain containing 19
sh3d21	GeneID:100145355	XB-GENE-5889544	SH3 domain containing 21
sh3gl1	GeneID:619364	XB-GENE-951561	SH3-domain GRB2-like 1
sh3gl2	GeneID:100037852	XB-GENE-1012090	SH3-domain GRB2-like 2
sh3gl3	GeneID:100492562	XB-GENE-958256	SH3-domain GRB2-like 3
sh3glb1	GeneID:548826	XB-GENE-971928	SH3 domain GRB2 like, endophilin B1
sh3glb2	GeneID:548519	XB-GENE-943848	SH3 domain containing GRB2 like, endophilin B2
sh3kbp1	GeneID:100151706	XB-GENE-492559	SH3-domain kinase binding protein 1
sh3pxd2a	GeneID:100489683	XB-GENE-494722	SH3 and PX domains 2A
sh3pxd2b	GeneID:549321	XB-GENE-1009043	SH3 and PX domains 2B
sh3rf1	GeneID:548727	XB-GENE-950805	SH3 domain containing ring finger 1
sh3rf2	GeneID:100497897	XB-GENE-5763588	SH3 domain containing ring finger 2
sh3rf3	GeneID:100490093	XB-GENE-6045188	SH3 domain containing ring finger 3
sh3tc1	GeneID:100491060	XB-GENE-5909214	SH3 domain and tetratricopeptide repeats 1
sh3tc2	GeneID:100495600	XB-GENE-488911	SH3 domain and tetratricopeptide repeats 2
sh3yl1	GeneID:100135211	XB-GENE-953856	SH3 and SYLF domain containing 1
shank1	GeneID:100486091	XB-GENE-1013268	SH3 and multiple ankyrin repeat domains 1
shank2	GeneID:100124731	XB-GENE-984534	SH3 and multiple ankyrin repeat domains 2
shank3	GeneID:100488068	XB-GENE-1014028	SH3 and multiple ankyrin repeat domains 3
shb	GeneID:100489262	XB-GENE-6258291	Src homology 2 domain containing adaptor protein B
shbg	GeneID:101732664	NA	NameIsNotAvailable
shc1	GeneID:116406911	NA	NameIsNotAvailable
shc2	GeneID:100487416	XB-GENE-6073771	SHC (Src homology 2 domain containing) transforming protein 2
shc3	GeneID:100101768	XB-GENE-491820	SHC adaptor protein 3
shc4	GeneID:100490718	XB-GENE-490134	SHC (Src homology 2 domain containing) family member 4
shcbp1	GeneID:733734	XB-GENE-5807675	SHC SH2-domain binding protein 1
shd	GeneID:100124932	XB-GENE-492409	Src homology 2 domain containing transforming protein D
she	GeneID:100490744	XB-GENE-6072915	Src homology 2 domain containing E
shf	GeneID:100216125	XB-GENE-492850	Src homology 2 domain containing F
shfl	GeneID:100036634	XB-GENE-951923	shiftless antiviral inhibitor of ribosomal frameshifting
shh	GeneID:100487601	XB-GENE-488039	sonic hedgehog
shisa1	GeneID:100489554	XB-GENE-5937787	shisa 1 gene 1
shisa1.2	GeneID:100489393	XB-GENE-5811098	shisa 1 gene 2
shisa2	GeneID:100497602	XB-GENE-939915	shisa family member 2
shisa3	GeneID:100489958	XB-GENE-939878	shisa family member 3
shisa4	GeneID:780140	XB-GENE-993533	shisa family member 4
shisa6	GeneID:779586	XB-GENE-6045583	shisa family member 6
shisa7	GeneID:100494066	XB-GENE-993847	shisa family member 7
shisa8	GeneID:100489046	NA	shisa family member 8
shisal1	GeneID:101733025	NA	NameIsNotAvailable
shisal2a	GeneID:100496818	XB-GENE-6041729	shisa like 2A
shisal2b	GeneID:100488504	XB-GENE-960650	shisa like 2B
shkbp1	GeneID:100486587	XB-GENE-5815250	SH3KBP1 binding protein 1
shld2	GeneID:100486838	XB-GENE-6040052	shieldin complex subunit 2
shmt1	GeneID:548668	XB-GENE-966676	serine hydroxymethyltransferase 1 (soluble)
shmt2	GeneID:493265	XB-GENE-957476	serine hydroxymethyltransferase 2 (mitochondrial)
shoc1	GeneID:116412367	XB-GENE-17346924	shortage in chiasmata 1
shoc2	GeneID:100495610	XB-GENE-493502	SHOC2 leucine-rich repeat scaffold protein
shox	GeneID:100486480	XB-GENE-920752	short stature homeobox
shox2	GeneID:100101703	XB-GENE-480993	short stature homeobox 2
shpk	GeneID:100145087	XB-GENE-991309	sedoheptulokinase
shprh	GeneID:101733375	XB-GENE-959908	SNF2 histone linker PHD RING helicase, E3 ubiquitin protein ligase
shq1	GeneID:780072	XB-GENE-5820245	SHQ1, H/ACA ribonucleoprotein assembly factor
shroom1	GeneID:100145627	XB-GENE-6492080	shroom family member 1
shroom2	GeneID:779568	XB-GENE-982291	shroom family member 2
shroom3	GeneID:100491559	XB-GENE-490224	shroom family member 3
shroom4	GeneID:780201	XB-GENE-5949019	shroom family member 4
shtn1	GeneID:101732428	XB-GENE-6046708	shootin 1
sia1	GeneID:100038038	XB-GENE-482368	siamois homeodomain 1
sia2	GeneID:100489935	XB-GENE-482070	siamois homeodomain 2
sia3	GeneID:100490453	XB-GENE-480406	siamois homeodomain 3
siae	GeneID:100493404	XB-GENE-962031	sialic acid acetylesterase
siah1	GeneID:548553	XB-GENE-1014415	siah E3 ubiquitin protein ligase 1
siah2	GeneID:100124319	XB-GENE-1004950	siah E3 ubiquitin protein ligase 2
siah3	GeneID:100497552	XB-GENE-6035790	siah E3 ubiquitin protein ligase family member 3
sidt1	GeneID:100491686	XB-GENE-6046717	SID1 transmembrane family member 1
sidt2	GeneID:100492598	XB-GENE-982521	SID1 transmembrane family member 2
sigirr	GeneID:100486638	XB-GENE-492815	single immunoglobulin and toll-interleukin 1 receptor (TIR) domain
siglec1	GeneID:100486430	XB-GENE-492918	sialic acid binding Ig like lectin 1
siglecl1	GeneID:100158511	XB-GENE-5794232	siglec-like 1
siglecl2	GeneID:100145501	XB-GENE-6462776	sialic acid binding Ig-like lectin like 2
sigmar1	GeneID:493569	XB-GENE-5786075	sigma non-opioid intracellular receptor 1
sik1	GeneID:101733315	XB-GENE-6462410	salt inducible kinase 1
sik2	GeneID:100125196	XB-GENE-950070	salt inducible kinase 2
